"","Group.1","Group.2","Group.3","Group.4","Test","Animal","Treatment","Diet","APOE","Sex","Code","Stage","Trial","LaunchQuad","Apparatus","Date","Winding","Duration","Distance","Mean.speed","NE.time","NE.distance","NE...average.speed","NW.time","NW.distance","NW...average.speed","SE.time","SE.distance","SE...average.speed","SW.time","SW.distance","SW...average.speed","NormSWTime","NormSWDist","Island...distance.to.first.entry","Island...latency.to.first.entry","Thigmitaxis...time","Thigmitaxis...distance","Thigmitaxis...average.speed","SW...latency.to.first.entry","residuals"
"80",38,4,1,1,65,38,NA,NA,4,1,NA,1,3,NA,NA,NA,NA,60,1.07545,0.179,17.85,0.3184,0.188,7.35,0.1305,0.174,21.3,0.36305,0.18,13.5,0.2635,0.196,0.225,0.245471181536553,NA,NA,28.7,4.875,0.1695,NA,3.34559224688158
"81",88,4,1,1,27.5,88,NA,NA,4,1,NA,1,2.5,NA,NA,NA,NA,34.675,0.600875,0.167,3.4,0.061725,NA,9.75,0.184775,0.19075,2.875,0.056,NA,4.6,0.054375,0.13,0.165126402762363,0.117279813471439,NA,NA,14.05,2.43975,0.14975,NA,-5.35633533938913
"82",90,4,1,1,29.5,90,NA,NA,4,1,NA,1,2.5,NA,NA,NA,NA,55.1,0.782225,0.143,11.425,0.1998,NA,6.975,0.10825,0.18,6.55,0.09,0.158,4.2,0.057,NA,0.0845544554455446,0.0806882741913558,NA,NA,25.95,3.27175,0.12275,NA,-5.36019051193056
"83",92,4,1,1,31.5,92,NA,NA,4,1,NA,1,2.5,NA,NA,NA,NA,48.225,0.926225,0.1965,4.25,0.078925,NA,9.5,0.171075,0.1875,4.95,0.09135,NA,6.675,0.148525,0.226,0.170987127861732,0.196193148764519,NA,NA,22.85,4.36325,0.189,NA,-3.76826335647363
"84",120,4,1,1,915.5,120,NA,NA,4,1,NA,1,2.5,NA,NA,NA,NA,60,0.945275,0.1575,11.025,0.18895,NA,8.825,0.135775,0.16225,18.3,0.311825,0.17325,21.85,0.3087,0.12975,0.364166666666667,0.339713432653208,NA,NA,32.675,4.7715,0.1465,18.325,12.0504719881466
"85",122,4,1,1,917.5,122,NA,NA,4,1,NA,1,2.5,NA,NA,NA,NA,53.025,0.892675,0.16775,12.025,0.188975,NA,13.5,0.2168,NA,15.75,0.292575,0.19125,11.05,0.19225,0.179,0.262753115264797,0.275437368975018,NA,NA,29.4,4.553,0.15175,19.6,1.08128513475279
"86",124,4,1,1,919.5,124,NA,NA,4,1,NA,1,2.5,NA,NA,NA,NA,60,0.9949,0.16575,18.35,0.3033,0.17025,13.95,0.23005,0.16775,13.575,0.215975,0.15275,14.125,0.24555,0.1755,0.235416666666667,0.247152431505553,NA,NA,42.325,6.5125,0.15425,11.375,4.18929720370767
"87",127,4,1,1,923.5,127,NA,NA,4,1,NA,1,2.5,NA,NA,NA,NA,18.525,0.271,0.13875,4.075,0.066875,NA,3.025,0.049675,NA,1.3,0.019025,NA,7,0.128975,0.19275,0.406081224634776,0.516629256252797,2.499,14.45,4.425,0.70025,NA,6.8,-2.49003986540144
"88",130,4,1,1,925.5,130,NA,NA,4,1,NA,1,2.5,NA,NA,NA,NA,50.475,0.9267,0.17825,19.525,0.36695,0.1885,7.35,0.141375,0.19175,11.425,0.199925,NA,11.15,0.217575,NA,0.220627853881279,0.22666990095486,NA,NA,22.25,3.85725,0.18125,NA,1.00797177273966
"89",132,4,1,1,927.5,132,NA,NA,4,1,NA,1,2.5,NA,NA,NA,NA,55.875,0.825175,0.14775,15.525,0.254825,0.165,11.775,0.174775,0.14725,16.725,0.22935,0.153,11,0.161825,0.15275,0.200560344827586,0.202470260247128,NA,NA,24.925,4.017,0.15875,6.9,1.3614058243016
"90",134,4,1,1,929.5,134,NA,NA,4,1,NA,1,2.5,NA,NA,NA,NA,36.55,0.71325,0.16275,12.75,0.239175,NA,4.425,0.097,NA,10.35,0.22485,NA,7.925,0.150125,0.18025,0.310030864197531,0.418960315846306,NA,NA,16.975,3.27275,NA,6.9,-1.96118469286001
"91",136,4,1,1,931.5,136,NA,NA,4,1,NA,1,2.5,NA,NA,NA,NA,51.075,0.858375,0.16125,18.425,0.307575,0.15925,9.25,0.158475,NA,15.025,0.267825,NA,7.4,0.1227,0.1235,0.138024691358025,0.133764619939435,NA,NA,27.575,4.5365,0.16625,20.65,-2.46142564114385
"92",138,4,1,1,933.5,138,NA,NA,4,1,NA,1,2.5,NA,NA,NA,NA,60,0.931475,0.15525,17.975,0.284,0.1675,17.725,0.243825,0.14725,19.425,0.3201,0.1695,4.875,0.08355,NA,0.08125,0.0806313978597176,NA,NA,27.075,3.8195,0.13975,NA,-4.88738943427921
"93",141,4,1,1,935.5,141,NA,NA,4,1,NA,1,2.5,NA,NA,NA,NA,48.875,0.833925,0.166,15.075,0.253325,0.195,9.5,0.185575,NA,15.6,0.266925,NA,7.625,0.125325,0.16775,0.157384846493398,0.163816082120254,NA,NA,16.625,2.603,NA,22.9,-2.31482930491169
"94",142,4,1,1,921.5,142,NA,NA,4,1,NA,1,2.5,NA,NA,NA,NA,47.225,0.656825,0.12225,17.85,0.239675,NA,10.7,0.172325,NA,9.575,0.12295,NA,8.1,0.119775,NA,0.249831460674157,0.330219293964852,NA,NA,26.75,2.96075,NA,NA,-1.11769029652367
"95",148,4,1,1,913.5,148,NA,NA,4,1,NA,1,2.5,NA,NA,NA,NA,60,0.8372,0.13975,27.15,0.324775,0.1375,9.625,0.171475,NA,13.875,0.191025,0.1445,9.35,0.14995,0.15525,0.155833333333333,0.176585330627139,NA,NA,21.675,2.91325,0.12025,24.925,-0.156545899878877
"96",1,5,1,1,19,1,NA,NA,5,1,NA,1,3,NA,NA,NA,19.90337361,60,1.13675,0.1895,24.4,0.4599,0.1875,10.9,0.21995,0.199,18.65,0.3347,0.1885,5.45,0.11095,0.196,0.0908333333333333,0.0943185092139074,NA,NA,39.7,7.175,0.181,15.5,-4.87772111513155
"97",2,5,1,1,27,2,NA,NA,5,1,NA,1,3,NA,NA,NA,20.830670545,60,1.20405,0.2005,14.1,0.27825,0.209,7.6,0.1328,0.171,19.45,0.41265,0.215,18.85,0.38035,0.1985,0.314166666666667,0.313095538729398,NA,NA,17.65,3.4355,0.1955,12.75,8.34071250561661
"98",3,5,1,1,20,3,NA,NA,5,1,NA,1,3,NA,NA,NA,17.153486155,52.15,1.0849,0.208,17.35,0.372,0.2145,10.85,0.2507,0.227,12.25,0.2608,0.2125,11.7,0.2014,0.1725,0.224016563146998,0.185552006383922,10.758,50.1,21.05,4.007,0.19,5.85,1.0669172470358
"99",4,5,1,1,21,4,NA,NA,5,1,NA,1,3,NA,NA,NA,21.992782025,60,1.04225,0.1735,27.45,0.4735,0.1725,6.9,0.1309,0.189,22.05,0.37015,0.167,3.1,0.06355,0.209,0.0516666666666667,0.0615723260918569,NA,NA,28.8,4.4975,0.1555,15.35,-6.9636245634925
"100",5,5,1,1,22,5,NA,NA,5,1,NA,1,3,NA,NA,NA,21.337507125,59,1.18355,0.2005,10.2,0.2232,0.221,11.45,0.20985,0.1855,18,0.3713,0.2095,19.25,0.3792,0.1975,0.326465517241379,0.318420837938369,NA,NA,20.05,3.899,0.1925,5.05,8.74071250561661
"101",6,5,1,1,23,6,NA,NA,5,1,NA,1,3,NA,NA,NA,16.0518624235,39.1,0.6938,0.1675,13.25,0.24215,NA,7.45,0.1572,NA,10.25,0.18945,0.192,8.1,0.10305,0.1185,0.226868131868132,0.157844761778487,NA,NA,15.25,2.6795,0.1625,22.45,-1.86458835662785
"102",7,5,1,1,24,7,NA,NA,5,1,NA,1,3,NA,NA,NA,21.95174525,60,1.065,0.1775,21.7,0.3465,0.175,9.7,0.19305,0.207,13,0.26325,0.201,14.9,0.2502,0.1505,0.248333333333333,0.221438622683242,NA,NA,27.6,4.548,0.173,34.85,4.77035129859774
"103",8,5,1,1,25,8,NA,NA,5,1,NA,1,3,NA,NA,NA,15.0223980555,41,0.7148,0.1675,9.3,0.1608,0.171,3.6,0.06195,NA,18,0.3286,0.1795,9.5,0.1531,0.152,0.260530303030303,0.225910034090433,NA,NA,20.35,3.4625,0.1645,17.25,-0.464588356627852
"104",9,5,1,1,26,9,NA,NA,5,1,NA,1,3,NA,NA,NA,12.2990749625,34.9,0.5778,0.157,19.55,0.33015,NA,2.85,0.03965,NA,8.8,0.15685,0.1735,2.75,0.0355,NA,0.280612244897959,0.248773651016118,NA,NA,21.55,3.2705,0.1295,NA,-7.04127499461473
"105",10,5,1,1,195,10,NA,NA,5,1,NA,1,3,NA,NA,NA,26.774928395,60,0.97415,0.1625,9.45,0.168,NA,24.6,0.42035,0.1715,6.1,0.07795,NA,19.85,0.3079,0.13,0.330833333333333,0.327881771997241,NA,NA,21.45,2.9105,0.1365,23.9,9.96794181575935
"106",61,5,1,1,48,61,NA,NA,5,1,NA,1,3,NA,NA,NA,NA,60,1.29945,0.2165,17.2,0.39125,0.2285,18.75,0.38615,0.208,16.5,0.3455,0.209,6.5,0.14785,0.226,0.108333333333333,0.113680134034317,NA,NA,27.25,5.376,0.198,NA,-4.27338404602244
"107",62,5,1,1,30,62,NA,NA,5,1,NA,1,2,NA,NA,NA,NA,60,1.1387,0.1895,16.35,0.29615,0.1785,15.7,0.3068,0.1835,14.15,0.25985,0.1865,11.35,0.2273,0.195,0.189166666666667,0.208648379227087,NA,NA,34.95,7.0495,0.198,NA,1.02227888486845
"108",63,5,1,1,50,63,NA,NA,5,1,NA,1,3,NA,NA,NA,NA,50.15,0.81835,0.161,11,0.1852,0.1695,12.9,0.19785,NA,14.3,0.25845,0.196,8.6,0.11775,0.1365,0.17795905707196,0.143729283907555,NA,NA,28.65,4.4245,0.14,NA,-1.25729913252449
"109",64,5,1,1,32,64,NA,NA,5,1,NA,1,2,NA,NA,NA,NA,60,1.2352,0.2055,11.5,0.2486,0.223,16.05,0.32365,0.205,21.1,0.4255,0.2105,7.95,0.1626,0.189,0.1325,0.128311067232532,NA,NA,39.15,7.887,0.1995,NA,-2.64181766677059
"110",65,5,1,1,52,65,NA,NA,5,1,NA,1,3,NA,NA,NA,NA,37.15,0.8326,0.1885,9.8,0.22505,NA,6.6,0.16065,NA,12.05,0.27255,0.212,8.15,0.16095,0.1675,0.274318181818182,0.212081895434145,NA,NA,19.95,4.883,0.208,NA,-2.1612150806541
"111",66,5,1,1,34,66,NA,NA,5,1,NA,1,2,NA,NA,NA,NA,60,1.15455,0.1925,11.8,0.23435,0.201,15.2,0.27235,0.1875,14.75,0.29665,0.208,17.35,0.3298,0.1715,0.289166666666667,0.278148411991359,NA,NA,30.4,5.7775,0.1885,NA,6.97276078143613
"112",67,5,1,1,54,67,NA,NA,5,1,NA,1,3,NA,NA,NA,NA,60,1.0092,0.168,14.95,0.30835,0.2075,12.55,0.22025,0.176,25.65,0.34375,0.133,4.1,0.0826,NA,0.0683333333333333,0.0777484939759036,NA,NA,37.25,6.41,0.1705,NA,-5.87284137386657
"113",68,5,1,1,36,68,NA,NA,5,1,NA,1,2,NA,NA,NA,NA,39.3,0.6662,0.17,6.2,0.1124,0.181,12.15,0.2067,NA,8.45,0.1733,0.216,10.75,0.141,0.107,0.28489247311828,0.17331549937864,6.6105,36.1,23.6,4.066,0.186,NA,0.744146557178546
"114",69,5,1,1,56,69,NA,NA,5,1,NA,1,3,NA,NA,NA,NA,55.4,1.00525,0.1805,6.4,0.1193,0.1785,11.75,0.2047,0.173,15.9,0.2882,0.1965,20.9,0.38255,0.1815,0.373385826771654,0.374690480338955,NA,NA,29.45,5.192,0.1725,NA,10.7208331951654
"115",75,5,1,1,44,75,NA,NA,5,1,NA,1,3,NA,NA,NA,NA,60,1.38785,0.2315,21.7,0.5038,0.2495,13.5,0.3069,0.253,15.4,0.37685,0.2325,8,0.165,0.2105,0.133333333333333,0.108840494194394,NA,NA,38.05,8.7275,0.228,NA,-3.02097456318405
"116",76,5,1,1,26,76,NA,NA,5,1,NA,1,2,NA,NA,NA,NA,60,1.23555,0.206,22.8,0.45655,0.1995,23.25,0.45955,0.198,6.7,0.14985,0.221,4.85,0.1241,0.2605,0.0808333333333333,0.100157131137926,NA,NA,40.65,8.0075,0.1985,NA,-5.75007068400932
"117",77,5,1,1,46,77,NA,NA,5,1,NA,1,3,NA,NA,NA,NA,37.15,0.7515,0.187,10.45,0.1854,NA,5.35,0.1224,NA,10.85,0.2218,0.1805,9.05,0.19055,0.2105,0.395844988344988,0.438399058108176,NA,NA,20.05,4.261,0.1865,NA,-1.23645602893794
"118",78,5,1,1,28,78,NA,NA,5,1,NA,1,2,NA,NA,NA,NA,36,0.8499,0.2235,4.7,0.10885,NA,7.2,0.15515,0.215,11.9,0.30795,NA,10.8,0.24835,0.2285,0.353333333333333,0.371717788318743,NA,NA,18.2,4.1705,0.2075,NA,-0.0889262873645259
"119",31,6,1,1,11,31,NA,NA,6,1,NA,1,2.5,NA,NA,NA,NA,50.05,0.895675,0.179,5.75,0.094975,NA,9.35,0.160175,0.17475,15.475,0.292375,0.18925,19.45,0.348125,0.1795,0.386096092465422,0.384926498676475,NA,NA,22.225,3.6785,0.165,NA,9.29559224688158
"120",33,6,1,1,13,33,NA,NA,6,1,NA,1,2.5,NA,NA,NA,NA,49.375,0.831775,0.17125,6.3,0.1045,NA,12.55,0.203425,0.1695,16.525,0.26935,0.167,13.975,0.25365,0.18,0.301426799007444,0.311818007058651,NA,NA,23.175,3.38575,0.1545,NA,3.94851401408174
"121",35,6,1,1,49,35,NA,NA,6,1,NA,1,2.5,NA,NA,NA,NA,60,1.104675,0.18425,14.375,0.260575,0.193,13.05,0.239775,0.1955,20.25,0.379875,0.199,11.725,0.2107,0.177,0.195416666666667,0.186245361556121,NA,NA,38.075,6.9675,0.179,NA,1.48393556587502
"122",44,6,1,1,41,44,NA,NA,6,1,NA,1,2.5,NA,NA,NA,NA,60,0.989375,0.16525,21.6,0.366025,0.17425,13.225,0.20925,0.1645,13.95,0.211075,0.1755,10.85,0.194575,0.18725,0.180833333333333,0.196693744052719,NA,NA,37.275,6.55325,0.17625,NA,0.922550220946388
"123",54,6,1,1,43,54,NA,NA,6,1,NA,1,2.5,NA,NA,NA,NA,48.775,0.746425,0.148,9.05,0.1437,NA,10.15,0.161125,0.157,10.675,0.18145,NA,18.825,0.25795,0.14875,0.394282560706402,0.365233250357692,NA,NA,28.5,3.8565,0.14225,NA,9.18227931568224
"124",56,6,1,1,45,56,NA,NA,6,1,NA,1,2.5,NA,NA,NA,NA,50.775,0.864575,0.16625,10.65,0.190125,NA,12.25,0.195125,0.16775,14.875,0.27095,0.19425,12.8,0.206,0.175,0.25987590683467,0.26479947320422,NA,NA,25.925,4.356,0.16725,NA,2.85604418646895
"125",58,6,1,1,47,58,NA,NA,6,1,NA,1,2.5,NA,NA,NA,NA,60,0.892975,0.149,21.55,0.30655,0.14025,8.175,0.140375,0.1435,21.6,0.3192,0.1675,8.625,0.12545,NA,0.14375,0.15169337846842,NA,NA,33.175,4.806,0.12775,NA,-1.0342267187952
"126",12,1,2,1,20,12,NA,NA,1,2,NA,1,2,NA,NA,NA,27.795414045,60,1.0421,0.174,19.35,0.32,0.1705,21.2,0.4295,0.189,13.5,0.21595,0.1605,5.95,0.0767,0.145,0.0991666666666667,0.0862490232700581,NA,NA,36.25,5.12,0.1455,NA,-4.12187758073122
"127",15,1,2,1,15,15,NA,NA,1,2,NA,1,2,NA,NA,NA,17.02429346,42,0.7982,0.1755,9.65,0.19485,0.1975,18.6,0.35295,0.182,8.75,0.1972,NA,4.95,0.0532,0.13,0.16375,0.0827783474908299,NA,NA,19.1,3.3985,0.1635,NA,-5.14663663244738
"128",16,1,2,1,16,16,NA,NA,1,2,NA,1,2,NA,NA,NA,20.29778367,48.3,0.92155,0.188,18.5,0.35135,0.1885,1.9,0.01505,NA,18.8,0.3941,0.241,9.05,0.16105,0.1775,0.215833333333333,0.212210727007192,NA,NA,29.4,5.5175,0.188,NA,-1.25296206341538
"129",17,1,2,1,17,17,NA,NA,1,2,NA,1,2,NA,NA,NA,26.574253615,60,1.00695,0.168,19.55,0.3581,0.1845,9.65,0.17635,NA,16.3,0.2838,0.185,14.45,0.1887,0.151,0.240833333333333,0.196299778665732,NA,NA,43.55,6.889,0.161,NA,4.47715862613343
"130",18,1,2,1,18,18,NA,NA,1,2,NA,1,2,NA,NA,NA,35.736158605,60,0.9593,0.16,21.85,0.36105,0.165,12.1,0.17215,NA,23.8,0.3891,0.1515,2.25,0.03695,NA,0.0375,0.0335329884744532,NA,NA,44,6.388,0.147,NA,-7.59079309804705
"131",19,1,2,1,19,19,NA,NA,1,2,NA,1,2,NA,NA,NA,27.094027755,60,1.0327,0.172,28.65,0.4531,0.174,5.4,0.1018,NA,19.25,0.3483,0.204,6.7,0.12955,0.193,0.111666666666667,0.125248040321785,NA,NA,35.35,5.8985,0.1665,NA,-3.33886551177634
"132",25,1,2,1,6,25,NA,NA,1,2,NA,1,2,NA,NA,NA,24.69222279,60,1.04975,0.175,5.75,0.09245,0.1625,15.15,0.25845,0.1475,24.55,0.42725,0.1825,14.65,0.27165,0.188,0.244166666666667,0.258805748425794,NA,NA,30.05,4.7115,0.154,NA,4.56161638479134
"133",26,1,2,1,7,26,NA,NA,1,2,NA,1,2,NA,NA,NA,13.766849654,37.75,0.7033,0.159,2.05,0.0324,NA,18.75,0.28885,0.145,4,0.08215,NA,11.1,0.2306,0.1575,0.251989247311828,0.250040962547413,NA,NA,22.45,3.902,0.14,NA,1.27571293643039
"134",27,1,2,1,8,27,NA,NA,1,2,NA,1,2,NA,NA,NA,17.69994807,51,1.0001,0.1945,16.5,0.3094,0.1895,13.05,0.26435,0.2075,7.1,0.15755,NA,14.35,0.26885,0.174,0.270238095238095,0.248519417465538,NA,NA,24.05,4.371,0.1815,NA,3.93974871248125
"135",28,1,2,1,9,28,NA,NA,1,2,NA,1,2,NA,NA,NA,13.667598056,37.9,0.6783,0.1745,16.1,0.28415,0.141,7.7,0.1518,0.197,6.7,0.12445,NA,7.4,0.1179,0.154,0.2492194092827,0.212301071919577,NA,NA,18.6,2.8315,0.157,NA,-2.68013059796994
"136",29,1,2,1,10,29,NA,NA,1,2,NA,1,2,NA,NA,NA,26.036639895,60,1.03405,0.1725,6.45,0.1218,0.182,19.35,0.3193,NA,8.35,0.15935,NA,25.85,0.4336,0.1625,0.430833333333333,0.412614640018297,NA,NA,29.65,4.513,0.151,NA,15.8028814709849
"137",86,1,2,1,41.5,86,NA,NA,1,2,NA,1,2.5,NA,NA,NA,NA,46.95,1.048825,0.21425,4.425,0.098175,0.25225,5.925,0.153525,0.26825,7.2,0.151325,NA,5.45,0.1282,0.24275,0.269294871794872,0.254453064762295,NA,NA,23.925,5.176,NA,NA,-5.2862454684482
"138",105,1,2,1,414,105,NA,NA,1,2,NA,1,2,NA,NA,NA,NA,60,1.06205,0.177,7.6,0.16045,0.1795,18.2,0.32175,0.1705,1.75,0.0398,NA,3.7,0.06045,0.203,0.0616666666666667,0.0581805209947196,NA,NA,29.15,4.896,0.17,17.2,-6.42139568416354
"139",106,1,2,1,437,106,NA,NA,1,2,NA,1,3,NA,NA,NA,NA,60,1.20235,0.2005,8.35,0.15525,0.186,3.65,0.079,0.22,7.85,0.1583,0.2235,4.8,0.09115,0.182,0.08,0.0767611900011305,NA,NA,35.35,7.1865,0.205,37,-5.70928749438339
"140",108,1,2,1,416,108,NA,NA,1,2,NA,1,2,NA,NA,NA,NA,60,1.12375,0.1875,15.15,0.3049,0.2,6.85,0.1451,0.209,4.5,0.09375,NA,1.75,0.03515,0.1945,0.0291666666666667,0.031115799443894,NA,NA,31.8,5.485,0.171,12.1,-8.54470904617667
"141",109,1,2,1,439,109,NA,NA,1,2,NA,1,3,NA,NA,NA,NA,40.45,0.7712,0.1765,1.5,0.02545,NA,4.95,0.0953,NA,6.5,0.1337,0.2185,6.5,0.0942,0.1825,0.256439393939394,0.193679416498305,NA,NA,21.3,4.2825,0.16,10.75,-3.61314266692482
"142",110,1,2,1,418,110,NA,NA,1,2,NA,1,2,NA,NA,NA,NA,32.2,0.4741,0.079,6.8,0.11315,NA,9.3,0.1797,NA,0,0,NA,2.2,0,NA,0.5,NA,NA,NA,13.9,1.8125,NA,NA,-6.30380430537436
"143",70,2,2,1,38,70,NA,NA,2,2,NA,1,2,NA,NA,NA,NA,60,0.85255,0.142,4.7,0.05755,NA,31.9,0.4286,0.1415,6.6,0.1047,0.1555,15.9,0.24935,0.1585,0.265,0.293573187912884,NA,NA,24.05,3.3805,0.138,NA,6.35631552254688
"144",118,2,2,1,890,118,NA,NA,2,2,NA,1,2,NA,NA,NA,NA,32.2,0.5579,0.093,8.8,0.12815,NA,9.2,0.18995,NA,7.3,0.13645,NA,4.65,0.10335,NA,0.0775,NA,NA,NA,10.9,1.676,NA,NA,-4.08488878805853
"145",129,2,2,1,922,129,NA,NA,2,2,NA,1,3,NA,NA,NA,NA,60,0.81335,0.1355,9.85,0.1391,0.141,19.1,0.24145,0.134,15.2,0.22785,NA,15.9,0.2049,0.1285,0.265,0.243809018454146,NA,NA,34.6,3.741,0.109,21.45,6.46360474665024
"146",140,2,2,1,892,140,NA,NA,2,2,NA,1,2,NA,NA,NA,NA,34.25,0.6943,0.1575,8.6,0.16815,NA,11.25,0.21915,NA,5.1,0.17235,NA,7.25,0.1294,0.1735,0.342990196078431,0.507513411772727,NA,NA,15.9,3.2425,0.1885,9.05,-2.54952801185345
"147",143,2,2,1,924,143,NA,NA,2,2,NA,1,3,NA,NA,NA,NA,60,1.11785,0.1865,15.1,0.2791,0.1865,15.95,0.2706,0.17,14.65,0.2719,0.1865,14.35,0.29625,0.2145,0.239166666666667,0.266561549065453,NA,NA,30.9,4.837,0.1565,13.3,4.07179698830078
"148",144,2,2,1,894,144,NA,NA,2,2,NA,1,2,NA,NA,NA,NA,16.65,0.17025,0.0935,0.4,0.0075,NA,8.15,0.0927,NA,1.05,0.01535,NA,3,0.04765,0.1595,0.263522612501403,0.49051106943609,1.632,12.6,0.9,0.1495,NA,9.6,-5.74314180529725
"149",145,2,2,1,926,145,NA,NA,2,2,NA,1,3,NA,NA,NA,NA,60,0.8376,0.1395,15.35,0.22485,0.145,24.5,0.346,0.145,16.5,0.21785,NA,3.7,0.04885,0.1375,0.0616666666666667,0.0580968487365849,NA,NA,27.6,2.9925,0.107,24.6,-5.80241939125952
"150",146,2,2,1,896,146,NA,NA,2,2,NA,1,2,NA,NA,NA,NA,60,0.9145,0.1525,16.95,0.30485,0.1785,31.1,0.4256,0.1365,2.4,0.0419,0.184,9.55,0.1422,0.17,0.159166666666667,0.157689831899108,NA,NA,31.05,3.779,0.12,8.9,-0.166997839466243
"151",11,3,2,1,11,11,NA,NA,3,2,NA,1,2,NA,NA,NA,14.519616975,35.45,0.71195,0.2065,10.95,0.17915,0.193,9.65,0.2442,0.251,6.65,0.1531,0.2315,8.15,0.1355,0.1685,0.233422916770351,0.191502935335938,7.059,33.35,17.2,3.253,0.2055,NA,-2.45832370124804
"152",13,3,2,1,12,13,NA,NA,3,2,NA,1,2,NA,NA,NA,25.60975827,50.25,0.91965,0.183,7.25,0.1379,0.2105,10.95,0.23355,0.251,19.15,0.33155,0.173,12.85,0.21665,0.1705,0.253086419753086,0.235279478013369,9.0095,48.35,20.75,2.9605,0.145,NA,2.62956810897182
"153",14,3,2,1,13,14,NA,NA,3,2,NA,1,2,NA,NA,NA,33.589616545,60,0.8012,0.1335,37.2,0.50255,0.1315,13.25,0.17395,NA,6.2,0.08355,NA,3.3,0.04115,NA,0.055,0.0548886221155129,NA,NA,36.1,4.31,0.1195,NA,-6.10338318439487
"154",20,3,2,1,8,20,NA,NA,3,2,NA,1,2,NA,NA,NA,9.646806116,22.55,0.3134,0.1065,5,0.0705,NA,7.15,0.12045,NA,0,0,NA,10.4,0.1224,0.0975,0.70863309352518,0.683617690906079,2.944,20.5,12.1,1.588,NA,NA,1.44227974649602
"155",21,3,2,1,9,21,NA,NA,3,2,NA,1,2,NA,NA,NA,20.749558205,48.4,0.77495,0.157,10,0.1633,0.162,7.6,0.12965,NA,9.95,0.18635,0.188,20.1,0.29225,0.1425,0.42536231884058,0.380657855795971,NA,NA,25.85,3.7045,0.131,NA,10.3087250053853
"156",22,3,2,1,10,22,NA,NA,3,2,NA,1,2,NA,NA,NA,29.73891449,59.5,0.91295,0.1535,4.85,0.0861,0.183,29.1,0.45805,0.1655,1.95,0.0411,NA,23.65,0.32775,0.1455,0.395395480225989,0.355129430650891,NA,NA,36.4,5.2695,0.1445,NA,13.9164961260563
"157",23,3,2,1,11,23,NA,NA,3,2,NA,1,2,NA,NA,NA,19.520278815,60,1.23835,0.2065,9.4,0.1965,0.2215,13.5,0.31105,0.2435,9.8,0.247,0.255,26.45,0.4616,0.191,0.440833333333333,0.383242064084415,NA,NA,37.15,6.9815,0.188,NA,15.841676298752
"158",24,3,2,1,12,24,NA,NA,3,2,NA,1,2,NA,NA,NA,15.424633715,38.85,0.71935,0.1765,6.9,0.142,NA,9.95,0.16,0.158,6.45,0.13315,0.2085,13.95,0.2532,0.182,0.405087215753577,0.433900115849599,6.9835,36.8,12.95,2.409,0.1805,NA,3.83685733307518
"159",39,3,2,1,40,39,NA,NA,3,2,NA,1,2,NA,NA,NA,NA,57.1,0.854,0.1495,10.35,0.18815,0.1775,19.55,0.282,0.143,5.8,0.1051,0.186,20.7,0.2636,0.127,0.362835178351783,0.306894107237231,NA,NA,21.85,3.177,0.1475,NA,11.0325202639661
"160",40,3,2,1,67,40,NA,NA,3,2,NA,1,3,NA,NA,NA,NA,41.45,0.75315,0.1715,15,0.2794,0.1875,2.5,0.0561,NA,14.1,0.2612,0.1835,9.75,0.1519,0.152,0.284006550218341,0.224477404124169,NA,NA,22.55,4.37,0.192,NA,-0.280612494537615
"161",41,3,2,1,42,41,NA,NA,3,2,NA,1,2,NA,NA,NA,NA,60,1.4121,0.2355,10.9,0.2463,0.222,20.55,0.48985,0.2385,8.2,0.19405,0.2465,20.25,0.48195,0.238,0.3375,0.340500781153624,NA,NA,39.8,9.8965,0.25,NA,9.16300129890619
"162",42,3,2,1,69,42,NA,NA,3,2,NA,1,3,NA,NA,NA,NA,34,0.70535,0.1525,10.7,0.237,NA,8.8,0.1734,NA,5.35,0.13945,NA,8.8,0.1472,0.16,0.58,0.585296084404488,NA,NA,24.2,5.531,0.196,NA,-0.916997839466243
"163",43,3,2,1,44,43,NA,NA,3,2,NA,1,2,NA,NA,NA,NA,44.95,0.8656,0.1955,7.1,0.1407,0.203,18.65,0.3694,0.2045,6.95,0.14875,0.226,12.2,0.2067,0.167,0.289740802675585,0.243071350936543,NA,NA,20.8,3.9595,0.201,NA,1.77324267800381
"164",45,3,2,1,71,45,NA,NA,3,2,NA,1,3,NA,NA,NA,NA,42.3,0.79375,0.1835,14.35,0.28125,0.1945,7.8,0.14415,0.1855,12,0.1968,NA,8.1,0.17155,0.2145,0.182967479674797,0.212564961978921,NA,NA,19.55,2.7355,0.1405,NA,-2.1286849082669
"165",46,3,2,1,46,46,NA,NA,3,2,NA,1,2,NA,NA,NA,NA,36.55,0.71065,0.1655,3.4,0.07575,NA,8.05,0.15045,0.1825,8.9,0.19185,NA,16.05,0.28815,0.1425,0.458441475826972,0.374301710010905,NA,NA,16,3.302,NA,NA,6.11842371232703
"166",47,3,2,1,73,47,NA,NA,3,2,NA,1,3,NA,NA,NA,NA,60,0.97625,0.1625,15.85,0.28735,0.179,26.35,0.40805,0.1565,11.9,0.2152,0.176,5.55,0.06115,0.109,0.0925,0.06176869399814,NA,NA,34.85,5.0355,0.146,NA,-4.33205818424065
