"","Group.1","Group.2","Group.3","Group.4","Test","Animal","Treatment","Diet","APOE","Sex","Code","Stage","Trial","LaunchQuad","Apparatus","Date","Winding","Duration","Distance","Mean.speed","NE.time","NE.distance","NE...average.speed","NW.time","NW.distance","NW...average.speed","SE.time","SE.distance","SE...average.speed","SW.time","SW.distance","SW...average.speed","NormSWTime","NormSWDist","Island...distance.to.first.entry","Island...latency.to.first.entry","Thigmitaxis...time","Thigmitaxis...distance","Thigmitaxis...average.speed","SW...latency.to.first.entry","residuals"
"1020",129,2,1,5,1387,129,NA,NA,2,1,NA,5,2,NA,NA,NA,NA,9.55,0.1283,0.147,1.2,0.01665,NA,3.8,0.0699,0.183,0,0,NA,2.3,0.03615,0.1575,0.274379432624113,0.295490162677796,0.8755,5.45,0,0,NA,1.25,-7.32621464984032
"1021",140,2,1,5,1419,140,NA,NA,2,1,NA,5,3,NA,NA,NA,NA,32.85,0.5792,0.1735,2.15,0.05135,0.237,2.7,0.06425,0.242,10.65,0.17885,0.1785,15.25,0.2774,0.172,0.43408680607793,0.421732710914528,5.48,28.75,3.55,0.449,0.1385,6.25,5.1863754365075
"1022",143,2,1,5,1389,143,NA,NA,2,1,NA,5,2,NA,NA,NA,NA,36.8,0.65095,0.174,1.85,0.04595,NA,6.95,0.1392,0.1985,7.9,0.14675,0.1805,16.05,0.30965,0.2015,0.422796054099897,0.485898524919548,6.415,32.75,2.1,0.334,0.169,1.75,5.97812241926878
"1023",144,2,1,5,1421,144,NA,NA,2,1,NA,5,3,NA,NA,NA,NA,13.75,0.2034,0.145,0.95,0.01955,NA,0,0,NA,4.85,0.10295,0.213,3.95,0.07465,0.1975,0.26,0.336100719570825,1.972,9.7,0.55,0.0795,NA,5.8,-5.64320258088544
"1024",145,2,1,5,1391,145,NA,NA,2,1,NA,5,2,NA,NA,NA,NA,17.55,0.23705,0.122,0.65,0.0044,NA,3.55,0.0534,NA,2.05,0.03625,NA,7.35,0.12015,0.1475,0.461382844812084,0.53810486779973,2.0605,13.45,3.35,0.4655,0.128,3.7,-1.86356378790431
"1025",146,2,1,5,1423,146,NA,NA,2,1,NA,5,3,NA,NA,NA,NA,10.1,0.12045,0.118,0.6,0.0133,NA,0.45,0.01565,NA,0.25,0.00215,NA,4.75,0.07975,0.154,0.405299831081081,0.554519508539519,1.109,6.05,0.75,0.0525,NA,1.3,-4.39753964999454
"1026",11,3,1,5,181,11,NA,NA,3,1,NA,5,3,NA,NA,NA,1.607134475,4.1,0.0477,0.087,0.65,0.01665,NA,0.25,0.00935,NA,0,0,NA,3.15,0.0217,0.0585,0.836206896551724,0.717391304347826,0.4255,1.85,0,0,NA,NA,-5.48585258119389
"1027",13,3,1,5,182,13,NA,NA,3,1,NA,5,3,NA,NA,NA,5.196329846,16.4,0.33005,0.2015,3.55,0.08805,0.2515,4.2,0.10765,0.26,1.05,0.0222,NA,7.55,0.1122,0.1485,0.461576095137739,0.341735549986704,3.2605,14.35,2.8,0.6185,NA,NA,-2.97579352886083
"1028",14,3,1,5,183,14,NA,NA,3,1,NA,5,3,NA,NA,NA,9.8069924265,19.05,0.1784,0.0935,5.75,0.03295,NA,5,0.0705,NA,4.55,0.03815,NA,3.8,0.03685,0.097,0.221606348814229,0.246255191379504,1.7095,17,0,0,NA,NA,-4.94314180529725
"1029",20,3,1,5,110,20,NA,NA,3,1,NA,5,3,NA,NA,NA,3.2774716845,9.85,0.1853,0.187,1.35,0.03605,NA,1.9,0.0467,0.2455,1.9,0.0418,0.2095,4.75,0.06075,0.112,0.489164086687306,0.361163683019663,1.815,7.8,1,0.226,NA,NA,-5.53645602893794
"1030",21,3,1,5,111,21,NA,NA,3,1,NA,5,3,NA,NA,NA,10.8690363,27.6,0.44455,0.161,0.55,0.00375,NA,0,0,NA,18.2,0.3217,0.1785,8.8,0.1192,0.1345,0.319774146089308,0.265594834292096,4.389,25.5,3.25,0.4545,0.135,NA,-1.05729913252449
"1031",22,3,1,5,112,22,NA,NA,3,1,NA,5,3,NA,NA,NA,12.0558555665,38.8,0.82185,0.208,7.65,0.1745,0.262,5.25,0.1142,0.218,16.4,0.35425,0.2125,9.4,0.1789,0.1905,0.299760671786789,0.276729202877689,8.1655,36.7,2.3,0.4825,0.2095,NA,-1.2330827529642
"1032",23,3,1,5,113,23,NA,NA,3,1,NA,5,3,NA,NA,NA,11.747344375,43.3,1.06575,0.2455,8.95,0.24625,0.2765,9.4,0.2346,0.257,12.4,0.3216,0.274,12.55,0.26325,0.209,0.28930049144158,0.247055410183527,10.5845,41.2,4.4,0.84,0.1915,NA,1.29794095413178
"1033",24,3,1,5,114,24,NA,NA,3,1,NA,5,3,NA,NA,NA,8.9992446855,20.9,0.25225,0.1185,2.7,0.04555,NA,1.65,0.0239,NA,5.1,0.0689,0.1465,11.5,0.11395,0.0995,0.559969442322383,0.487339778923935,2.4845,18.9,0.9,0.0825,NA,NA,2.34420733276674
"1034",39,3,1,5,482,39,NA,NA,3,1,NA,5,3,NA,NA,NA,NA,17.2,0.22025,0.0895,0,0,NA,0.4,0.0047,NA,3.4,0.0681,NA,13.4,0.14745,0.0815,0.865248226950355,0.827692307692308,2.1055,13.15,0.4,0.04,NA,NA,4.72288233261251
"1035",40,3,1,5,457,40,NA,NA,3,1,NA,5,2,NA,NA,NA,NA,12.05,0.1718,0.137,0.9,0.0211,NA,1,0.01745,NA,0.45,0.0161,NA,9.65,0.1171,0.1205,0.844155844155844,0.773498964803313,1.6625,7.95,0,0,NA,NA,0.188845694934083
"1036",41,3,1,5,484,41,NA,NA,3,1,NA,5,3,NA,NA,NA,NA,14.2,0.25635,0.167,0.95,0.02335,NA,3.3,0.0714,0.2175,1.05,0.02565,NA,8.9,0.13595,0.14,0.644633110976349,0.517215125651054,2.5095,10.1,0.85,0.42,NA,NA,-1.05633533938913
"1037",42,3,1,5,459,42,NA,NA,3,1,NA,5,2,NA,NA,NA,NA,21.45,0.3431,0.1605,0,0,NA,4.6,0.10865,0.2485,0,0,NA,16.85,0.23445,0.139,0.788436411149826,0.684355181680103,3.3235,17.4,0,0,NA,NA,7.00095388471423
"1038",43,3,1,5,486,43,NA,NA,3,1,NA,5,3,NA,NA,NA,NA,4.9,0.0222,0.0435,0,0,NA,0,0,NA,0,0,NA,4.9,0.0222,0.0435,1,1,NA,0.85,0,0,NA,NA,-3.01784008142522
"1039",45,3,1,5,461,45,NA,NA,3,1,NA,5,2,NA,NA,NA,NA,5.55,0.0304,0.05,0,0,NA,0.55,0.00935,NA,0,0,NA,5,0.02105,0.0405,0.9140625,0.820537428023033,NA,1.5,0,0,NA,NA,-3.02512930552858
"1040",46,3,1,5,488,46,NA,NA,3,1,NA,5,3,NA,NA,NA,NA,12.2,0.1703,0.139,1.2,0.02345,NA,3.1,0.06295,0.204,1.25,0.0222,NA,6.75,0.06165,0.087,0.55327868852459,0.361056946480287,1.6355,8.2,0,0,NA,NA,-2.7441663740208
"1041",47,3,1,5,463,47,NA,NA,3,1,NA,5,2,NA,NA,NA,NA,8.3,0.10795,0.1095,0,0,NA,1.95,0.03235,NA,0,0,NA,6.4,0.0756,0.11,0.828828828828829,0.828199681359533,0.7905,4.3,0,0,NA,NA,-2.6072383569363
"1042",48,3,1,5,490,48,NA,NA,3,1,NA,5,3,NA,NA,NA,NA,19.6,0.27165,0.1135,2.3,0.0471,NA,1.9,0.04225,NA,6.1,0.0777,0.1165,9.3,0.1046,0.107,0.488306388322084,0.609118804475984,2.653,15.5,0.7,0.1485,NA,NA,0.22673750515394
"1043",49,3,1,5,465,49,NA,NA,3,1,NA,5,2,NA,NA,NA,NA,5.75,0.0345,0.0545,0,0,NA,0.65,0.01355,NA,0,0,NA,5.1,0.02095,0.04,0.904411764705882,0.75673249551167,0.2805,1.75,0,0,NA,NA,-2.99940646067707
"1044",50,3,1,5,492,50,NA,NA,3,1,NA,5,3,NA,NA,NA,NA,17.15,0.19665,0.114,2.1,0.03085,NA,2.4,0.03675,0.1535,0.4,0.0057,NA,12.25,0.12325,0.0935,0.707677902621723,0.60207774487437,1.9065,13.1,0,0,NA,NA,3.16848448791522
"1045",51,3,1,5,467,51,NA,NA,3,1,NA,5,2,NA,NA,NA,NA,6.2,0.08555,0.152,0,0,NA,1.15,0.02405,NA,0.75,0.01365,NA,4.25,0.04785,0.136,0.676652601969058,0.552177587477434,0.384,1.9,0,0,NA,NA,-5.45874482222752
"1046",52,3,1,5,494,52,NA,NA,3,1,NA,5,3,NA,NA,NA,NA,8.75,0.0936,0.1065,1.1,0.0161,NA,0,0,NA,1.9,0.0388,0.2105,5.7,0.03875,0.0675,0.657943431139307,0.429150109927083,0.8565,4.7,0,0,NA,NA,-3.25772025350398
"1047",60,3,1,5,343,60,NA,NA,3,1,NA,5,3,NA,NA,NA,NA,13.95,0.2148,0.1085,1.15,0.0243,NA,0.9,0.0239,NA,1.7,0.0364,NA,10.25,0.1302,0.0965,0.83982683982684,0.794010226442659,2.0915,9.9,0,0,NA,NA,1.25926767754114
"1048",71,3,1,5,325,71,NA,NA,3,1,NA,5,2,NA,NA,NA,NA,4.6,0.01775,0.0385,0,0,NA,0,0,NA,0,0,NA,4.6,0.01775,0.0385,1,1,0.029,0.35,0,0,NA,NA,-3.23530990903802
"1049",72,3,1,5,345,72,NA,NA,3,1,NA,5,3,NA,NA,NA,NA,5.8,0.0404,0.0705,0,0,NA,0,0,NA,0.3,0.0025,NA,5.55,0.03785,0.069,0.959677419354839,0.929945054945055,0.3275,1.75,0,0,NA,NA,-2.81350301231612
"1050",73,3,1,5,327,73,NA,NA,3,1,NA,5,2,NA,NA,NA,NA,6,0.0569,0.0785,0,0,NA,1.05,0.0262,NA,0,0,NA,4.95,0.0307,0.058,0.861842105263158,0.753759398496241,0.4615,1.75,0,0,NA,NA,-3.54555128813564
"1051",74,3,1,5,347,74,NA,NA,3,1,NA,5,3,NA,NA,NA,NA,11.45,0.25435,0.222,0,0,NA,0,0,NA,3.4,0.08985,0.5535,8.1,0.1645,0.206,0.720156106519743,0.647815539683649,1.5565,7.45,0.7,0.31,0.5055,NA,-2.76416723564836
"1052",80,3,1,5,299,80,NA,NA,3,1,NA,5,2,NA,NA,NA,NA,16.3,0.2723,0.167,0,0,NA,2.1,0.03405,NA,2.1,0.03305,0.1685,12,0.17985,0.149,0.733333333333333,0.659510386621216,2.0985,12.3,0.1,0.254,3.2545,NA,2.04366466061087
"1053",81,3,1,5,317,81,NA,NA,3,1,NA,5,3,NA,NA,NA,NA,5.95,0.0981,0.1645,0,0,NA,0.45,0.00755,NA,0.35,0.0029,NA,5.2,0.0877,0.171,0.873233465234596,0.899385823436456,0.4375,1.95,0,0,NA,NA,-4.71507025319553
"1054",82,3,1,5,301,82,NA,NA,3,1,NA,5,2,NA,NA,NA,NA,8.25,0.10135,0.122,0,0,NA,1.6,0.0326,0.1995,0,0,NA,5.95,0.0668,0.112,0.737154737154737,0.679571126277829,0.65,4.2,0.7,0.0195,NA,NA,-3.26356378790431
"1055",83,3,1,5,319,83,NA,NA,3,1,NA,5,3,NA,NA,NA,NA,43.1,0.76435,0.1815,6.85,0.1246,0.1965,4.5,0.07765,0.2075,11.75,0.21915,0.199,20,0.3429,0.172,0.51824427480916,0.486455286393804,NA,NA,0,0,NA,NA,9.80432716068798
"1056",84,3,1,5,303,84,NA,NA,3,1,NA,5,2,NA,NA,NA,NA,6.1,0.0763,0.1365,0,0,NA,0.9,0.02965,0.427,0,0,NA,5.15,0.04665,0.0955,0.853438228438228,0.612218079684548,0.337,1.85,0,0,NA,NA,-4.30290128782719
"1057",85,3,1,5,321,85,NA,NA,3,1,NA,5,3,NA,NA,NA,NA,18.45,0.2822,0.1515,2.6,0.0401,NA,3.25,0.0464,0.1295,2.3,0.0424,0.182,10.2,0.15335,0.1525,0.572560975609756,0.579922651829705,2.3535,14.4,0,0,NA,NA,0.499508195011195
"1058",93,3,1,5,313,93,NA,NA,3,1,NA,5,3,NA,NA,NA,NA,9.25,0.1074,0.1235,0.75,0.01585,NA,0.05,0.00235,NA,2.7,0.03125,NA,5.7,0.058,0.1035,0.646989005497251,0.541446466552271,0.8175,5.2,0,0,NA,NA,-3.53832283962047
"1059",94,3,1,5,297,94,NA,NA,3,1,NA,5,2,NA,NA,NA,NA,7.75,0.11975,0.148,0,0,NA,1.9,0.03505,NA,0.35,0,NA,5.5,0.08475,0.1505,0.797297297297297,0.806201550387597,0.6085,3.45,0,0,NA,NA,-4.14272068431776
"1060",95,3,1,5,315,95,NA,NA,3,1,NA,5,3,NA,NA,NA,NA,7.3,0.1399,0.191,0.25,0,NA,0,0,NA,1.8,0.03575,0.2025,5.3,0.10415,0.1985,0.721774193548387,0.74448651002928,0.6945,3.25,0,0,NA,NA,-5.05248016684771
"1061",96,3,1,5,771,96,NA,NA,3,1,NA,5,3,NA,NA,NA,NA,9.3,0.1096,0.1175,1.9,0.03515,NA,0,0,NA,1.3,0.0309,NA,6.1,0.0436,0.0705,0.658771106941839,0.391057711916253,1.03,5.3,0,0,NA,3.2,-3.03928663275582
"1062",97,3,1,5,758,97,NA,NA,3,1,NA,5,2,NA,NA,NA,NA,23.15,0.45085,0.1765,2,0.047,0.233,7.15,0.1681,0.233,0.9,0.01685,0.123,13.15,0.2189,0.1455,0.586378992628993,0.467293105751168,4.4205,19.1,0,0,NA,1.3,3.03685733307518
"1063",98,3,1,5,781,98,NA,NA,3,1,NA,5,3,NA,NA,NA,NA,44.75,0.76035,0.164,9.65,0.1733,0.179,4.5,0.08925,0.196,6.25,0.1196,NA,17.2,0.2657,0.15,0.414180790960452,0.369361293139059,NA,NA,7.05,1.1245,0.1545,8.85,7.29318276404319
"1064",99,3,1,5,760,99,NA,NA,3,1,NA,5,2,NA,NA,NA,NA,29.1,0.4931,0.1695,0.25,0.0034,NA,5.45,0.10485,NA,5,0.09485,0.191,14.4,0.24165,0.171,0.498803131267387,0.505471322740808,4.6145,25,4,0.4835,0.117,5.35,4.40239957441727
"1065",100,3,1,5,783,100,NA,NA,3,1,NA,5,3,NA,NA,NA,NA,7.65,0.1095,0.143,1.5,0.04035,0.27,0.1,0.004,0.3005,0.7,0.0162,NA,5.35,0.0489,0.0915,0.699248120300752,0.448160660943108,0.9475,3.55,0,0,NA,1.45,-4.21019051193056
"1066",101,3,1,5,762,101,NA,NA,3,1,NA,5,2,NA,NA,NA,NA,7.8,0.13205,0.173,0,0,NA,0.65,0.00785,NA,0,0,NA,7.05,0.1136,0.16,0.921071428571429,0.849576870181088,0.6425,3.7,0.1,0.1065,0.7945,0,-3.00537154625378
"1067",102,3,1,5,785,102,NA,NA,3,1,NA,5,3,NA,NA,NA,NA,13.9,0.23875,0.157,1.65,0.03965,NA,0,0,NA,3.65,0.0949,0.2465,7.25,0.0788,0.1065,0.582894736842105,0.40585907383919,2.31,9.85,1.4,0.254,NA,2.2,-2.54127499461473
"1068",103,3,1,5,764,103,NA,NA,3,1,NA,5,2,NA,NA,NA,NA,60,1.10135,0.1835,5.1,0.10455,0.2015,10.25,0.219,0.2125,4.3,0.09385,0.2225,5.05,0.105,0.2075,0.0841666666666667,0.0957095668181488,NA,NA,35.3,5.789,0.1615,1.4,-5.1786849082669
"1069",104,3,1,5,787,104,NA,NA,3,1,NA,5,3,NA,NA,NA,NA,45.4,0.70395,0.1585,2.55,0.04435,0.171,3.1,0.0559,0.175,16,0.2684,0.173,11.1,0.16865,0.155,0.244253246753247,0.239690483520255,NA,NA,12.6,1.6665,0.1345,12.9,1.28396595366911
"1070",107,3,1,5,750,107,NA,NA,3,1,NA,5,2,NA,NA,NA,NA,9.55,0.14895,0.1535,0,0,NA,3.2,0.0732,NA,0,0,NA,6.35,0.07575,0.1215,0.761194029850746,0.657142857142857,1.178,5.5,0,0,NA,2,-3.38350387394368
"1071",111,3,1,5,773,111,NA,NA,3,1,NA,5,3,NA,NA,NA,NA,9.55,0.1143,0.12,1.1,0.02435,NA,0,0,NA,1.75,0.02955,0.237,6.7,0.06035,0.089,0.700756744900197,0.516059221222717,1.085,5.45,0,0,NA,2.85,-2.48055171894943
"1072",112,3,1,5,752,112,NA,NA,3,1,NA,5,2,NA,NA,NA,NA,7.05,0.0967,0.1405,0,0,NA,2.05,0.0403,0.1735,0,0.00285,NA,4.55,0.0505,0.116,0.650512295081967,0.509425910020384,0.599,2.95,0.45,0.031,NA,2.05,-4.96892542573696
"1073",113,3,1,5,775,113,NA,NA,3,1,NA,5,3,NA,NA,NA,NA,36.2,0.5683,0.1175,4.05,0.07775,NA,4.35,0.07585,NA,7.5,0.08575,0.1125,14.8,0.23565,0.116,0.409811827956989,0.38496342310743,NA,NA,5.5,0.933,NA,4.95,5.66071336724418
"1074",114,3,1,5,754,114,NA,NA,3,1,NA,5,2,NA,NA,NA,NA,6.6,0.04105,0.0525,0,0,NA,1.9,0.02645,NA,0,0,NA,4.75,0.0146,0.0305,0.784883720930233,0.637671232876712,NA,2.55,0,0,NA,1.9,-3.31639439172219
"1075",115,3,1,5,777,115,NA,NA,3,1,NA,5,3,NA,NA,NA,NA,16.05,0.23765,0.1225,0.75,0.0174,NA,1.25,0.0279,NA,3.55,0.07155,0.19,10.5,0.12085,0.0995,0.741626794258373,0.610005905366502,2.2695,12,0,0,NA,1.55,1.27818319485697
"1076",116,3,1,5,756,116,NA,NA,3,1,NA,5,2,NA,NA,NA,NA,60,1.1585,0.193,2.5,0.0593,0.2285,5.2,0.12695,0.2395,7.9,0.18905,0.241,10.15,0.18425,0.2065,0.169166666666667,0.169368282680842,NA,NA,34.55,6.08,0.171,4.7,-0.235492235802589
"1077",117,3,1,5,779,117,NA,NA,3,1,NA,5,3,NA,NA,NA,NA,17.4,0.34295,0.181,1.95,0.05615,NA,0.45,0.01345,NA,1.9,0.0293,NA,11.55,0.22475,0.1845,0.746881496881497,0.7736494744065,2.754,13.3,1.55,0.1925,0.113,0.85,1.3625801779267
"1078",36,4,1,5,479,36,NA,NA,4,1,NA,5,3,NA,NA,NA,NA,15.85,0.1442,0.0895,0.9,0.01255,NA,3.25,0.04765,NA,3.45,0.0249,NA,8.25,0.0591,0.072,0.520235511614822,0.433838894506235,1.389,11.8,0.65,0.0695,NA,NA,-0.427117667387487
"1079",37,4,1,5,454,37,NA,NA,4,1,NA,5,2,NA,NA,NA,NA,40.2,0.5016,0.119,0,0,NA,12.35,0.13055,0.1025,5.4,0.07445,NA,22.4,0.29665,0.129,0.683921568627451,0.719532593382576,NA,NA,2.7,0.154,0.0675,NA,13.235954315528
"1080",38,4,1,5,481,38,NA,NA,4,1,NA,5,3,NA,NA,NA,NA,15.5,0.15165,0.1005,2.9,0.0356,NA,1.25,0.0153,NA,2.5,0.039,0.1295,8.8,0.0617,0.0715,0.584626787582839,0.414248545529533,1.4585,11.45,0,0,NA,NA,-0.058684046639333
"1081",88,4,1,5,299.5,88,NA,NA,4,1,NA,5,2.5,NA,NA,NA,NA,20.6,0.2846,0.14025,2.675,0.021975,NA,1.75,0.018825,NA,5.525,0.101225,0.33675,10.7,0.142575,0.1335,0.56247186527103,0.523135247430844,2.3225,16.525,0,0,NA,NA,1.1852010828824
"1082",90,4,1,5,301.5,90,NA,NA,4,1,NA,5,2.5,NA,NA,NA,NA,20.2,0.2885,0.132,1,0.0128,NA,5.975,0.093625,NA,0.575,0.014325,NA,12.5,0.16655,0.12775,0.67718023255814,0.666978802335471,2.6165,16.175,0.15,0.01225,NA,NA,3.12137586732129
"1083",92,4,1,5,303.5,92,NA,NA,4,1,NA,5,2.5,NA,NA,NA,NA,11.55,0.1675,0.14425,0.275,0.005775,NA,1.625,0.024925,NA,0.7,0.0136,NA,8.9,0.1232,0.1365,0.774648048428536,0.736496216681712,1.39675,7.45,0,0,NA,NA,-0.680823055027359
"1084",120,4,1,5,1411.5,120,NA,NA,4,1,NA,5,2.5,NA,NA,NA,NA,26.925,0.448325,0.12475,7.825,0.110975,NA,2.25,0.047325,NA,8.375,0.170875,NA,5.075,0.108375,0.17775,0.157201743976794,0.200717406711294,4.294,22.875,6.25,0.93575,NA,10.1,-4.18395538271727
"1085",122,4,1,5,1413.5,122,NA,NA,4,1,NA,5,2.5,NA,NA,NA,NA,47.675,0.948225,0.181,13.95,0.277275,NA,9.8,0.206125,NA,12.3,0.24265,0.16325,10.6,0.220275,0.21575,0.251538161993769,0.371214328338211,NA,NA,35.575,7.0165,0.1805,10.475,0.412580177926699
"1086",124,4,1,5,1415.5,124,NA,NA,4,1,NA,5,2.5,NA,NA,NA,NA,34,0.672175,0.15975,3.075,0.0711,NA,3.15,0.062175,NA,11.875,0.25845,0.1945,12.875,0.273925,0.20575,0.335288333786273,0.462958917646279,6.6565,30.925,9.525,1.66925,NA,4.45,3.03833341057231
"1087",127,4,1,5,1419.5,127,NA,NA,4,1,NA,5,2.5,NA,NA,NA,NA,22.425,0.2952,0.11675,2.25,0.015275,NA,1.325,0.0191,NA,8.5,0.131925,NA,6.275,0.1227,0.181,0.294564617202654,0.509732403665361,2.88975,18.35,2.725,0.202,0.11075,9.725,-2.85190710689774
"1088",130,4,1,5,1421.5,130,NA,NA,4,1,NA,5,2.5,NA,NA,NA,NA,14.025,0.13065,0.09625,0.875,0.004875,NA,2.525,0.01975,NA,2.725,0.0537,NA,3.8,0.047175,0.14975,0.266567081943355,0.356771426031734,1.255,9.95,0.225,0.02975,NA,5.55,-4.98853340011021
"1089",132,4,1,5,1423.5,132,NA,NA,4,1,NA,5,2.5,NA,NA,NA,NA,20.25,0.267775,0.09025,2.825,0.039875,NA,6.2,0.09435,NA,1.2,0.015025,NA,6.975,0.114775,0.139,0.233177932501433,0.401449468953499,2.49325,16.2,2.275,0.21625,NA,5.275,-1.71449719324557
"1090",134,4,1,5,1425.5,134,NA,NA,4,1,NA,5,2.5,NA,NA,NA,NA,17.05,0.161525,0.0955,3.15,0.03145,NA,0.85,0.008775,NA,1.575,0.024425,NA,7.375,0.090975,0.133,0.387987441647335,0.504623871154414,1.55625,12.95,0.95,0.07975,NA,5.6,-1.40115387425213
"1091",136,4,1,5,1427.5,136,NA,NA,4,1,NA,5,2.5,NA,NA,NA,NA,14.125,0.175925,0.10675,0.55,0.010925,NA,1.575,0.028675,NA,3.125,0.052175,NA,4.85,0.0785,0.1505,0.340411989477004,0.555347780156097,1.7025,10.075,0.65,0.053,NA,3.275,-4.11184676212334
"1092",138,4,1,5,1429.5,138,NA,NA,4,1,NA,5,2.5,NA,NA,NA,NA,23.425,0.2653,0.09675,4.4,0.0613,NA,4,0.048125,NA,5.15,0.0761,NA,5.825,0.07435,0.13475,0.29704151302727,0.398106453134102,2.599,19.375,6.45,0.37325,0.051,7.175,-2.97178641734893
"1093",141,4,1,5,1431.5,141,NA,NA,4,1,NA,5,2.5,NA,NA,NA,NA,20.125,0.24995,0.11475,3.1,0.045,NA,0.7,0.017525,NA,4.75,0.06785,0.1445,7.55,0.10995,0.16825,0.307682538442,0.420221288054223,2.40325,16.075,6.7,0.69575,NA,4.025,-1.54389503794286
"1094",142,4,1,5,1417.5,142,NA,NA,4,1,NA,5,2.5,NA,NA,NA,NA,58.975,0.90785,0.154,16.75,0.2426,0.15675,12.025,0.18155,0.1545,16.7,0.289725,0.17225,13.4,0.1922,0.1455,0.229537119856887,0.211404785501102,NA,NA,19.6,1.865,0.09825,11.375,3.6582431088176
"1095",148,4,1,5,1409.5,148,NA,NA,4,1,NA,5,2.5,NA,NA,NA,NA,18.375,0.17125,0.09225,2.075,0.008775,NA,5,0.06,NA,3.475,0.03975,NA,3.725,0.056575,0.17875,0.219617739915387,0.353102859765208,1.65125,14.3,2.05,0.10025,NA,8.475,-4.99750926220045
"1096",1,5,1,5,166,1,NA,NA,5,1,NA,5,3,NA,NA,NA,6.961922428,13.55,0.1935,0.143,2.35,0.0304,0.0655,2.65,0.04065,0.191,1.5,0.039,NA,7.05,0.0835,0.1185,0.517066521264995,0.439732722593441,1.8785,11.5,0.75,0.249,0.2965,4.3,-2.51019051193056
"1097",2,5,1,5,174,2,NA,NA,5,1,NA,5,3,NA,NA,NA,6.583764778,13.9,0.21405,0.1345,0.35,0.00545,NA,0.15,0.0022,NA,3.05,0.0465,NA,10.35,0.1599,0.137,0.783145382505334,0.763717854233738,2.065,11.85,0.2,0.021,NA,1.45,0.930110781127686
"1098",3,5,1,5,167,3,NA,NA,5,1,NA,5,3,NA,NA,NA,3.2110679345,5.25,0.0745,0.14,0.6,0.0075,NA,0.85,0.02705,NA,0.2,0,NA,3.6,0.03995,0.105,0.707446808510638,0.627292340884574,0.6525,3.15,0,0,NA,1.65,-5.91067240849824
"1099",4,5,1,5,168,4,NA,NA,5,1,NA,5,3,NA,NA,NA,9.5655435835,9.6,0.0373,0.036,0,0,NA,3,0.0256,NA,4.4,0,NA,2.2,0.0117,NA,0.211538461538462,NA,NA,NA,4.4,0,NA,NA,-5.59404482284442
"1100",5,5,1,5,169,5,NA,NA,5,1,NA,5,3,NA,NA,NA,8.4369800865,21.9,0.35315,0.1595,1.1,0.02065,NA,5.45,0.09005,0.1595,4.25,0.0842,0.1975,11.2,0.1583,0.1415,0.507666366906475,0.449967485185232,3.4445,19.8,0.2,0.019,NA,1.5,1.36745991919167
"1101",6,5,1,5,170,6,NA,NA,5,1,NA,5,3,NA,NA,NA,6.3786568655,14.05,0.24945,0.177,0.7,0.014,0.108,2.8,0.0645,0.231,0.95,0.0189,NA,9.65,0.15205,0.1585,0.68802638254693,0.613482350982351,2.4035,12,0,0,NA,1.9,-0.471395684163539
"1102",7,5,1,5,171,7,NA,NA,5,1,NA,5,3,NA,NA,NA,11.762402019,21.35,0.33045,0.1545,1,0.0175,NA,4.25,0.0637,0.119,1.65,0.0315,0.199,14.45,0.21785,0.151,0.698878491812302,0.685422858842933,3.2875,19.25,0,0,NA,1.6,4.69999009157887
"1103",8,5,1,5,172,8,NA,NA,5,1,NA,5,3,NA,NA,NA,16.0708721605,40.45,0.6477,0.1505,5.5,0.0818,NA,9.5,0.169,NA,10.55,0.19285,0.1825,14.9,0.204,0.131,0.438532695374801,0.359830334120496,NA,NA,5.95,0.861,0.1535,7.15,5.21601422948864
"1104",9,5,1,5,173,9,NA,NA,5,1,NA,5,3,NA,NA,NA,9.357453968,18.55,0.22515,0.121,0.8,0.0132,0.137,6.9,0.09275,0.1345,0.25,0.00215,NA,10.6,0.1171,0.1105,0.560482148306378,0.509712221707673,2.1615,16.5,0.65,0.101,NA,4.65,1.40294224657314
"1105",10,5,1,5,220,10,NA,NA,5,1,NA,5,3,NA,NA,NA,25.237296525,60,1.1337,0.1885,2.35,0.03305,NA,1.85,0.03925,0.2,28.75,0.573,0.199,27.05,0.4884,0.1805,0.450833333333333,0.43549337507698,NA,NA,3.3,0.6295,0.1845,5.55,16.7387849193459
"1106",61,5,1,5,352,61,NA,NA,5,1,NA,5,3,NA,NA,NA,NA,17.25,0.14765,0.086,1.6,0.01085,NA,0,0,NA,3.45,0.0323,0.0955,12.15,0.1045,0.087,0.693124488682847,0.69995286615374,1.407,13.15,0,0,NA,NA,3.53065345328355
"1107",62,5,1,5,334,62,NA,NA,5,1,NA,5,2,NA,NA,NA,NA,7.7,0.04155,0.0545,0,0,NA,0.7,0.00615,NA,0,0,NA,6.95,0.0354,0.0505,0.895833333333333,0.850728155339806,0.3775,3.65,0,0,NA,NA,-1.14940646067707
"1108",63,5,1,5,354,63,NA,NA,5,1,NA,5,3,NA,NA,NA,NA,23.55,0.24295,0.105,4.7,0.04785,0.106,1.65,0.01885,NA,6.15,0.08565,0.197,11.05,0.09055,0.08,0.472962140831175,0.361081503826602,2.336,19.45,0.9,0.3075,NA,NA,2.11703879821218
