,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSMUSG00000049372,8.423650428,-0.00478203,0.225384502,0.930259457,0.999871382
ENSMUSG00000049382,205.5934823,-0.031635856,0.232263088,0.459196581,0.992346102
ENSMUSG00000049396,36.13548889,-0.004511695,0.228813773,0.896296839,0.999871382
ENSMUSG00000049401,1466.393686,-0.381002539,0.273033177,0.023410673,0.328018002
ENSMUSG00000049404,0.584836208,0.000429863,0.233280251,0.689906298,0.999871382
ENSMUSG00000049409,198.5956437,0.115604544,0.247790927,0.199781297,0.795607162
ENSMUSG00000049410,3.964569497,-0.001255549,0.232098583,0.956946012,0.999871382
ENSMUSG00000049411,29.67329436,0.065010494,0.240341267,0.168604451,0.754411974
ENSMUSG00000049414,3.143427441,0.009035512,0.232796507,0.605653866,0.999871382
ENSMUSG00000049420,5.326217611,0.031103572,0.233461251,0.306990806,0.90528216
ENSMUSG00000049421,1022.143345,-0.017627227,0.222594162,0.766111877,0.999871382
ENSMUSG00000049422,452.9891993,-0.376528725,0.398258839,0.019601106,0.304961576
ENSMUSG00000049436,2.410005281,0.004563129,0.23292036,0.501981775,0.999871382
ENSMUSG00000049439,38.21996035,0.031268577,0.226360621,0.635406858,0.999871382
ENSMUSG00000049470,225.6626257,-0.034766759,0.214005786,0.685717266,0.999871382
ENSMUSG00000049477,0.924684166,0.003550612,0.233318104,0.826383928,0.999871382
ENSMUSG00000049482,149.1434545,-0.185119926,0.302676749,0.083837379,0.585848999
ENSMUSG00000049488,10.29769242,0.020270156,0.230887387,0.595780848,0.999871382
ENSMUSG00000049489,65.71308119,0.036586791,0.215604742,0.690672966,0.999871382
ENSMUSG00000049491,9.097228845,-0.014814946,0.230324659,0.700106702,0.999871382
ENSMUSG00000049493,379.9967428,0.254502506,0.362200981,0.057431846,0.49619257
ENSMUSG00000049502,367.7370712,0.205284953,0.245626698,0.135559055,0.698191937
ENSMUSG00000049504,59.92266647,0.083392795,0.240814816,0.261973025,0.865006757
ENSMUSG00000049511,8.895102902,0.030684402,0.228302661,0.583009625,0.999871382
ENSMUSG00000049515,0.161649199,0.000546881,0.233247136,0.927355535,0.999871382
ENSMUSG00000049516,110.6417635,0.343812287,0.381876323,0.042237088,0.433694601
ENSMUSG00000049517,4212.370645,-0.477266971,0.209305312,0.002861753,0.105913766
ENSMUSG00000049521,3.651229929,-0.006486902,0.232447146,0.722288178,0.999871382
ENSMUSG00000049526,37.67735958,-0.015092882,0.222516159,0.781741523,0.999871382
ENSMUSG00000049532,3.161429127,-0.016109688,0.23270615,0.456405886,0.991332776
ENSMUSG00000049536,0.420012897,0.005162263,0.233364624,0.651915793,0.999871382
ENSMUSG00000049539,2.082145316,0.007288745,0.233115951,0.720625716,0.999871382
ENSMUSG00000049550,375.0939671,-0.13751351,0.232563948,0.237707207,0.837205347
ENSMUSG00000049553,318.2166997,0.081122479,0.2124553,0.459320375,0.992346102
ENSMUSG00000049555,30.52485046,-0.045120457,0.232694634,0.400255735,0.9637446
ENSMUSG00000049556,4.996106837,-0.057612446,0.241432783,0.079097538,0.571060847
ENSMUSG00000049561,5.75871695,0.011947382,0.22794697,0.824402985,0.999871382
ENSMUSG00000049562,132.019011,0.030847489,0.206923706,0.753837344,0.999871382
ENSMUSG00000049565,2.430092075,0.010933205,0.23356921,0.847628126,0.999871382
ENSMUSG00000049571,7.529803818,0.02713471,0.231669129,0.495594448,0.999871382
ENSMUSG00000049573,0.511980449,-0.004698257,0.233383767,0.474480396,0.999871382
ENSMUSG00000049576,0.44090054,-0.002757563,0.233361054,8.24489E-08,2.22138E-05
ENSMUSG00000049577,1559.308294,-0.153867684,0.209716653,0.211325859,0.808649335
ENSMUSG00000049580,3.73966574,0.028820248,0.234421258,0.16304607,0.746750998
ENSMUSG00000049583,2.387013058,0.009674245,0.232103314,0.712005223,0.999871382
ENSMUSG00000049588,97.45504471,0.031515152,0.214635524,0.723376606,0.999871382
ENSMUSG00000049598,0.703572094,-0.001756594,0.233268575,0.178498469,0.769192952
ENSMUSG00000049600,179.3855028,-0.082565074,0.222917218,0.395968689,0.96250245
ENSMUSG00000049604,0.27817247,0.001922188,0.233318883,0.9067807,0.999871382
ENSMUSG00000049605,0.075532545,-0.000112445,0.233297164,0.80548522,0.999871382
ENSMUSG00000049606,136.4645164,0.02107614,0.211380097,0.814468441,0.999871382
ENSMUSG00000049608,126.3270088,-0.029688793,0.224765049,0.65009934,0.999871382
ENSMUSG00000049612,2.580341107,0.000347995,0.232252129,0.974429058,0.999871382
ENSMUSG00000049624,33.95129674,0.011477556,0.223802195,0.860072836,0.999871382
ENSMUSG00000049625,483.5325971,-0.364989734,0.409328371,0.031155758,0.377165492
ENSMUSG00000049643,176.742586,0.120164029,0.216862982,0.30767192,0.905612399
ENSMUSG00000049648,1.314257077,0.00633809,0.232937472,0.751438872,0.999871382
ENSMUSG00000049653,16.43125494,-0.021224824,0.22909957,0.663382613,0.999871382
ENSMUSG00000049657,74.08022577,0.120437261,0.237300988,0.268015166,0.871611535
ENSMUSG00000049658,101.0095856,-0.021201132,0.221015313,0.768405514,0.999871382
ENSMUSG00000049659,436.9995116,0.217779322,0.25201157,0.118250002,0.667936289
ENSMUSG00000049670,1.1098525,-0.002271343,0.233123352,0.870468787,0.999871382
ENSMUSG00000049672,64.60583819,0.029930402,0.219121784,0.714921978,0.999871382
ENSMUSG00000049674,17.10975445,-0.065838541,0.242645378,0.113655502,0.658616178
ENSMUSG00000049676,10.79646781,0.082184491,0.253852847,0.000538564,0.034211819
ENSMUSG00000049680,173.9925035,0.044724437,0.20792617,0.658383316,0.999871382
ENSMUSG00000049686,1004.717886,-0.272266445,0.299361642,0.06913482,0.538384655
ENSMUSG00000049687,28.98897358,0.080213223,0.24209853,0.233154221,0.830598718
ENSMUSG00000049690,5.355527284,0.019766538,0.232229037,0.50297449,0.999871382
ENSMUSG00000049699,0.228589898,-0.001875396,0.233312654,0.964659668,0.999871382
ENSMUSG00000049709,20.80700914,0.017692482,0.224823248,0.778301076,0.999871382
ENSMUSG00000049717,9.116066734,0.018939872,0.230621818,0.637606731,0.999871382
ENSMUSG00000049721,1.586658819,-0.012211698,0.233405514,0.457224317,0.991512809
ENSMUSG00000049723,11.53895742,-0.057371356,0.238910922,0.220768277,0.818995918
ENSMUSG00000049728,128.6048209,-0.026249982,0.208713861,0.790402925,0.999871382
ENSMUSG00000049734,850.7985221,-0.64034814,0.431767692,0.006781086,0.175589391
ENSMUSG00000049739,452.8116857,0.33804433,0.2815656,0.041891806,0.431965037
ENSMUSG00000049744,366.0263027,0.076648213,0.205889137,0.491433756,0.999871382
ENSMUSG00000049751,1613.825861,-0.638693516,0.292510159,0.002272605,0.09083808
ENSMUSG00000049755,107.507049,-0.041453862,0.220283857,0.603073153,0.999871382
ENSMUSG00000049758,3.338339915,-0.019056515,0.233793866,0.107837826,0.642901751
ENSMUSG00000049760,428.420481,-0.861324084,0.417577257,0.001581383,0.072126823
ENSMUSG00000049761,0.193723692,0.000212822,0.23330336,0.978304918,0.999871382
ENSMUSG00000049764,22.28163143,0.085232111,0.251199231,0.095131594,0.614502064
ENSMUSG00000049775,124341.3974,0.099584198,0.200355298,0.389586735,0.957712782
ENSMUSG00000049791,9.38786995,0.037187091,0.233880179,0.373441302,0.949102149
ENSMUSG00000049792,74.96761948,0.036039224,0.209463521,0.725587076,0.999871382
ENSMUSG00000049797,5.089643332,-0.019987287,0.233445438,0.637451066,0.999871382
ENSMUSG00000049800,156.7539042,0.554114612,0.416606145,0.011706812,0.231649473
ENSMUSG00000049804,2.747624209,-0.006050628,0.232256728,0.765281141,0.999871382
ENSMUSG00000049806,7.194839457,0.058965852,0.240064617,0.154830526,0.733059413
ENSMUSG00000049807,316.5652687,-0.031976629,0.1899873,0.766844424,0.999871382
ENSMUSG00000049811,9.305088045,-0.001928578,0.229928185,0.936322976,0.999871382
ENSMUSG00000049823,42.53509212,-0.001105541,0.223615446,0.995937523,0.999871382
ENSMUSG00000049832,12.44339106,0.000920564,0.232316491,0.954658765,0.999871382
ENSMUSG00000049848,0.214904588,0.003610986,0.233307091,0.650674553,0.999871382
ENSMUSG00000049858,65.96827608,0.093952825,0.235520152,0.294568477,0.896671247
ENSMUSG00000049864,1.848502751,0.023471958,0.234578261,0.165238011,0.747485989
ENSMUSG00000049866,436.9747781,-0.088796662,0.215009294,0.420028092,0.975161153
ENSMUSG00000049871,97.51532314,-0.03081273,0.208662863,0.758995913,0.999871382
ENSMUSG00000049878,140.0166456,0.200918142,0.305890394,0.095475642,0.614989428
ENSMUSG00000049881,31.0310588,-0.020977056,0.228543514,0.663137983,0.999871382
ENSMUSG00000049882,57.11220842,-0.061810036,0.225163072,0.463850853,0.996100153
ENSMUSG00000049891,2.768256611,0.002631235,0.23329364,0.395309487,0.961873539
ENSMUSG00000049892,0.964148173,-0.002592886,0.233293958,0.55647209,0.999871382
ENSMUSG00000049894,94.66268054,0.011089426,0.221514068,0.88149093,0.999871382
ENSMUSG00000049897,1.353999571,0.000611703,0.232969011,0.932264007,0.999871382
ENSMUSG00000049902,0.355279613,0.002679546,0.233315998,0.998032984,0.999871382
ENSMUSG00000049904,2.42476476,0.010396583,0.232514845,0.540302218,0.999871382
ENSMUSG00000049907,0.835769442,0.012395775,0.233355367,0.786176873,0.999871382
ENSMUSG00000049908,0.451083739,0.009666113,0.233578138,0.494970084,0.999871382
ENSMUSG00000049916,16.21072016,-0.017423371,0.229130324,0.693582264,0.999871382
ENSMUSG00000049922,338.4671816,0.052853016,0.163113772,0.657096329,0.999871382
ENSMUSG00000049926,0.121111032,0.002898943,0.233315989,0.928297654,0.999871382
ENSMUSG00000049928,0.087288757,0.00101315,0.233323993,0.721613626,0.999871382
ENSMUSG00000049929,0.164306983,0.001986369,0.233300594,0.867404041,0.999871382
ENSMUSG00000049932,511.6226947,-0.106401707,0.180375536,0.38101666,0.951200347
ENSMUSG00000049940,141.2716899,0.085298844,0.207649492,0.438278933,0.98228959
ENSMUSG00000049950,24.6355555,-0.03888954,0.223279749,0.611169807,0.999871382
ENSMUSG00000049957,76.42124983,0.094053414,0.248764668,0.165413821,0.747934481
ENSMUSG00000049960,359.8452358,-0.477862499,0.362363285,0.01587377,0.271782684
ENSMUSG00000049969,339.5536194,0.07789445,0.191835662,0.499553128,0.999871382
ENSMUSG00000049971,3.077162533,-0.006314674,0.231988047,0.801794643,0.999871382
ENSMUSG00000049985,7.585302048,0.059859121,0.241687853,0.12913268,0.687103153
ENSMUSG00000049988,1287.489858,-0.123601254,0.233190223,0.262606335,0.865310032
ENSMUSG00000049999,297.9707374,0.126778669,0.215546027,0.294605387,0.896671247
ENSMUSG00000050002,249.6136414,-0.237418508,0.262043501,0.0963282,0.61637406
ENSMUSG00000050010,5.114821165,0.013371459,0.229306853,0.740491269,0.999871382
ENSMUSG00000050014,61.80413717,0.234207043,0.412909235,0.01252502,0.241591334
ENSMUSG00000050017,318.2658084,-0.134630006,0.193135561,0.282000221,0.884840084
ENSMUSG00000050022,128.2183801,0.08061227,0.222087961,0.428522198,0.978401881
ENSMUSG00000050029,109.8611938,0.43995616,0.75560255,0.020628059,0.310250107
ENSMUSG00000050030,0.144154342,0.001429865,0.233302111,0.958932202,0.999871382
ENSMUSG00000050035,2.131069303,-0.010784953,0.233461512,0.563494241,0.999871382
ENSMUSG00000050043,174.6794975,0.120024099,0.220827899,0.340096769,0.930746591
ENSMUSG00000050050,0.605601585,0.000245289,0.233257022,0.924150701,0.999871382
ENSMUSG00000050052,28.45877987,-0.022603302,0.229300324,0.664998729,0.999871382
ENSMUSG00000050064,8.576539615,-0.018938549,0.231907403,0.574378975,0.999871382
ENSMUSG00000050069,0.280208738,-0.003244861,0.233325691,0.761793451,0.999871382
ENSMUSG00000050071,0.213159356,-0.002792115,0.233361447,0.661943153,0.999871382
ENSMUSG00000050075,137.6993654,-0.029804478,0.209759196,0.747919483,0.999871382
ENSMUSG00000050079,153.4174983,0.062785556,0.180685523,0.593237882,0.999871382
ENSMUSG00000050085,0.568677643,0.003139461,0.233309541,0.738393868,0.999871382
ENSMUSG00000050088,87.96033619,0.045643804,0.209462469,0.650499476,0.999871382
ENSMUSG00000050097,6.821737175,0.027186853,0.230671973,0.556825398,0.999871382
ENSMUSG00000050103,13.82473842,0.012733631,0.231026195,0.675426442,0.999871382
ENSMUSG00000050105,2.500179619,0.001174169,0.233296923,0.987830389,0.999871382
ENSMUSG00000050106,253.3645187,-0.019687707,0.212565159,0.822123316,0.999871382
ENSMUSG00000050107,20.93381286,-0.007699884,0.224987556,0.919804208,0.999871382
ENSMUSG00000050108,5.812469321,0.048229111,0.236139406,0.248427618,0.847944237
ENSMUSG00000050114,0.710887411,-0.00353374,0.231673901,0.99851854,0.999871382
ENSMUSG00000050121,0.321809344,0.002098847,0.233311827,0.838867963,0.999871382
ENSMUSG00000050122,12.52272268,0.015019749,0.231321174,0.749955448,0.999871382
ENSMUSG00000050128,1.028759092,-0.013848469,0.233679349,0.321239406,0.91537225
ENSMUSG00000050132,13.18524473,0.063188809,0.242816143,0.058425598,0.500361649
ENSMUSG00000050138,2.634307305,0.007751601,0.232962783,0.782491581,0.999871382
ENSMUSG00000050141,24.25763897,-0.013000132,0.229678961,0.711060853,0.999871382
ENSMUSG00000050144,220.8040952,0.195756979,0.194489107,0.146664904,0.719703619
ENSMUSG00000050147,27.6304092,0.018708205,0.225272884,0.760000156,0.999871382
ENSMUSG00000050148,77.67866716,0.229902726,0.370928952,0.049553393,0.461846931
ENSMUSG00000050150,6.827750387,-0.080858421,0.25063492,0.056900419,0.495663617
ENSMUSG00000050157,271.4633178,-0.066203231,0.225430004,0.400037118,0.9637446
ENSMUSG00000050158,0.484691291,0.007462954,0.233448235,0.494089909,0.999871382
ENSMUSG00000050174,51.82505297,-0.000290191,0.214579404,0.99626486,0.999871382
ENSMUSG00000050188,200.0187033,-0.492344478,0.364508011,0.014066379,0.254305329
ENSMUSG00000050192,60.03790618,0.146172115,0.280721102,0.092497769,0.607187502
ENSMUSG00000050195,166.1261794,-0.134776965,0.26781929,0.068878121,0.537528082
ENSMUSG00000050199,1.794494151,-0.009709144,0.233262509,0.524926406,0.999871382
ENSMUSG00000050211,0.197167626,0.000523641,0.233281643,0.996134972,0.999871382
ENSMUSG00000050212,80.5003787,-0.173721345,0.301518899,0.078386365,0.570044935
ENSMUSG00000050213,71.89243167,0.093160776,0.241274701,0.273774294,0.877226947
ENSMUSG00000050229,89.87882719,0.071644412,0.233625269,0.352184385,0.941534568
ENSMUSG00000050232,191.324649,-0.170764055,0.268924185,0.149042444,0.723578896
ENSMUSG00000050234,0.165997484,-0.000752744,0.23331226,0.91038877,0.999871382
ENSMUSG00000050240,10.10439485,0.010025528,0.228962089,0.826377432,0.999871382
ENSMUSG00000050241,28.13218466,-0.005330095,0.224676397,0.937500411,0.999871382
ENSMUSG00000050243,2.386821062,0.004137302,0.233073033,0.993188019,0.999871382
ENSMUSG00000050244,234.002139,0.022144693,0.202551197,0.827168786,0.999871382
ENSMUSG00000050248,1.186880231,-0.003972439,0.23329043,0.10390337,0.632912282
ENSMUSG00000050251,0.722816335,0.000782971,0.233241177,0.996210403,0.999871382
ENSMUSG00000050266,0.347850261,0.002442764,0.233091302,0.744069708,0.999871382
ENSMUSG00000050270,7.459833114,0.010395551,0.230081204,0.791274504,0.999871382
ENSMUSG00000050271,92.77643111,-0.006887152,0.211687839,0.939009252,0.999871382
ENSMUSG00000050272,1.258853646,-0.005457553,0.23330343,0.127640864,0.685302317
ENSMUSG00000050295,0.953579682,0.004250959,0.233281695,0.728022531,0.999871382
ENSMUSG00000050296,8.341717234,-0.010742043,0.223053334,0.860347692,0.999871382
ENSMUSG00000050299,381.4425996,-0.003924165,0.232809045,0.743499983,0.999871382
ENSMUSG00000050304,0.770320226,-0.005323538,0.233370259,0.054006287,0.482245998
ENSMUSG00000050310,33.30524032,0.095811406,0.253030262,0.133063347,0.693026443
ENSMUSG00000050312,49.31412317,-0.006338244,0.224381064,0.912381232,0.999871382
ENSMUSG00000050315,0.76872087,-0.002807334,0.233151532,0.615458093,0.999871382
ENSMUSG00000050321,0.440289744,0.010301996,0.233434416,0.64767902,0.999871382
ENSMUSG00000050323,12.75086282,-0.009078558,0.229936174,0.805087568,0.999871382
ENSMUSG00000050332,49.30455756,-0.031144853,0.221682344,0.673146054,0.999871382
ENSMUSG00000050335,2832.078369,-0.516873752,0.622067013,0.013324033,0.248233515
ENSMUSG00000050345,69.95831743,-0.03165437,0.235636045,0.0680208,0.535367887
ENSMUSG00000050350,516.8790125,-0.20684808,0.207161568,0.131527095,0.691293688
ENSMUSG00000050357,677.9851969,-0.008672996,0.195525254,0.933933081,0.999871382
ENSMUSG00000050359,0.422270829,0.002794192,0.233345345,0.782159398,0.999871382
ENSMUSG00000050366,0.221894773,-0.000463426,0.233332125,0.860418564,0.999871382
ENSMUSG00000050373,81.55184055,-0.185078925,0.316734777,0.058093468,0.498877654
ENSMUSG00000050377,3.18809644,0.010870044,0.232807532,0.542963798,0.999871382
ENSMUSG00000050379,1019.526043,-0.05587449,0.182967527,0.630298607,0.999871382
ENSMUSG00000050382,5.066230715,0.020385998,0.232738775,0.497062806,0.999871382
ENSMUSG00000050390,11.52233668,0.034614422,0.235114821,0.246542721,0.846350349
ENSMUSG00000050394,81.87228515,0.002779601,0.221786475,0.968681411,0.999871382
ENSMUSG00000050395,0.900133872,0.003314635,0.233314312,0.76752169,0.999871382
ENSMUSG00000050410,49.84330573,-0.158242752,0.295267504,0.062377253,0.514366665
ENSMUSG00000050423,0.647830706,-0.002423669,0.233325981,0.469187825,0.998419349
ENSMUSG00000050425,1.066207815,-6.23583E-05,0.233063598,0.902039426,0.999871382
ENSMUSG00000050428,175.80672,0.005737519,0.178779091,0.960861287,0.999871382
ENSMUSG00000050439,0.834983135,0.000807333,0.233087524,0.972545792,0.999871382
ENSMUSG00000050440,5.204639531,-0.003921976,0.233300166,4.07599E-05,0.005179572
ENSMUSG00000050445,0.796449197,-0.000418719,0.233293283,0.585605581,0.999871382
ENSMUSG00000050447,11.07496922,0.029148877,0.233649482,0.285146624,0.888768246
ENSMUSG00000050463,0.213648762,0.001291758,0.233315573,0.839952241,0.999871382
ENSMUSG00000050468,0.643681097,-0.002124471,0.233298983,0.990010715,0.999871382
ENSMUSG00000050471,56.68713675,0.027390377,0.217647194,0.746559838,0.999871382
ENSMUSG00000050473,0.571222254,0.006675911,0.23342643,0.007001313,0.178564329
ENSMUSG00000050490,0.523971485,-0.004153567,0.233215847,0.740808783,0.999871382
ENSMUSG00000050493,0.966699721,-0.005307329,0.233364072,0.634804426,0.999871382
ENSMUSG00000050503,23.50244085,0.007572051,0.224591692,0.895323962,0.999871382
ENSMUSG00000050511,0.212657265,-0.002882042,0.233329643,0.860006833,0.999871382
ENSMUSG00000050530,9.874285044,0.002878647,0.230310618,0.940824235,0.999871382
ENSMUSG00000050538,3.241096412,0.014182213,0.231971402,0.605288224,0.999871382
ENSMUSG00000050541,1.230222872,0.006533883,0.233278757,0.36420793,0.945246445
ENSMUSG00000050545,39.81207778,-0.101042671,0.24969689,0.185029464,0.775476838
ENSMUSG00000050549,114.1025715,0.022612185,0.21835706,0.770261488,0.999871382
ENSMUSG00000050550,0.220749307,0.002326353,0.233290146,0.86538273,0.999871382
ENSMUSG00000050552,559.1073499,-0.575575161,0.440070209,0.010618759,0.218676309
ENSMUSG00000050555,35.46979908,0.027329142,0.226214613,0.656289492,0.999871382
ENSMUSG00000050556,25.58742661,0.059703535,0.234690011,0.345675641,0.936224379
ENSMUSG00000050558,1.871910031,-0.003545407,0.231954828,0.989203393,0.999871382
ENSMUSG00000050565,218.2892014,0.452518963,0.470938124,0.024453628,0.333698669
ENSMUSG00000050567,94.79388553,0.095198643,0.243336748,0.268245501,0.871611535
