,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSMUSG00000102524,2.711576835,0.015040361,0.232757468,0.50626821,0.999871382
ENSMUSG00000102535,0.40948996,0.005326126,0.233371045,0.619425463,0.999871382
ENSMUSG00000102543,3.795058119,0.013918872,0.233412348,0.683429682,0.999871382
ENSMUSG00000102546,2.410547912,-0.011179992,0.232088002,0.594096997,0.999871382
ENSMUSG00000102550,46.25063708,0.013471062,0.220588994,0.857224707,0.999871382
ENSMUSG00000102554,1.933774635,0.002120042,0.233231142,0.661156301,0.999871382
ENSMUSG00000102587,0.250087666,-0.003469683,0.233314949,0.645962884,0.999871382
ENSMUSG00000102606,0.318847488,-0.001663767,0.233021631,0.81732454,0.999871382
ENSMUSG00000102627,0.045456016,0.003006281,0.233342983,0.784579311,0.999871382
ENSMUSG00000102644,61.40320356,0.146210461,0.263166757,0.163097683,0.746796269
ENSMUSG00000102648,0.334905705,0.001494014,0.233204388,0.928022459,0.999871382
ENSMUSG00000102654,0.6685936,0.000828118,0.233310094,0.930391362,0.999871382
ENSMUSG00000102663,0.189078712,2.80651E-05,0.233168728,0.949010862,0.999871382
ENSMUSG00000102666,0.303711745,-0.003588094,0.233001874,0.893382171,0.999871382
ENSMUSG00000102735,1.227038535,0.004517625,0.232796234,0.779481078,0.999871382
ENSMUSG00000102746,4.620216754,-0.013007828,0.2320835,0.606935169,0.999871382
ENSMUSG00000102748,1.967174616,0.002748043,0.233307751,0.92869775,0.999871382
ENSMUSG00000102752,19.29301072,0.046414225,0.233980062,0.37308228,0.948976083
ENSMUSG00000102758,1.142989519,-0.030975788,0.23393161,0.491393539,0.999871382
ENSMUSG00000102765,1.27361445,-0.001958534,0.233297819,0.18485904,0.775457289
ENSMUSG00000102779,0.320999152,0.003906024,0.233347904,0.829182881,0.999871382
ENSMUSG00000102795,1.191251664,-9.60962E-05,0.233341384,0.090300733,0.600936348
ENSMUSG00000102805,1.584926209,-0.000851897,0.233291651,0.652740196,0.999871382
ENSMUSG00000102806,0.112824809,-0.000519816,0.233331913,0.861435093,0.999871382
ENSMUSG00000102809,0.973593142,-0.021420951,0.230912001,0.53836874,0.999871382
ENSMUSG00000102824,40.42264096,-0.028735047,0.233609337,0.375975913,0.950689626
ENSMUSG00000102827,3.47418714,0.00069496,0.233281185,0.997000062,0.999871382
ENSMUSG00000102832,0.142166578,0.002229524,0.233323873,0.95842275,0.999871382
ENSMUSG00000102866,0.380992787,-0.012467447,0.232822449,0.693537317,0.999871382
ENSMUSG00000102888,3.330251355,0.002181663,0.231996066,0.818745279,0.999871382
ENSMUSG00000102890,0.227685451,-0.001022317,0.233241985,0.899773775,0.999871382
ENSMUSG00000102908,0.445931797,-0.011823844,0.232575624,0.709721483,0.999871382
ENSMUSG00000102918,4.346382156,-0.007900886,0.232752783,0.657832135,0.999871382
ENSMUSG00000102942,0.601448338,0.007277073,0.233317066,0.217382372,0.815100471
ENSMUSG00000102952,1.216763619,0.003526788,0.233341566,0.001368889,0.065706665
ENSMUSG00000102955,0.218100282,0.002788879,0.233234665,0.875456292,0.999871382
ENSMUSG00000102972,4.151793232,-0.013397187,0.232963937,0.242053183,0.842377263
ENSMUSG00000102976,90.71813528,0.111379473,0.268611585,0.030491362,0.373438497
ENSMUSG00000102988,0.200046277,-0.000158426,0.233339941,0.83318079,0.999871382
ENSMUSG00000103011,0.929479999,-0.05589324,0.239336749,0.221050937,0.819906159
ENSMUSG00000103021,0.616995722,0.02749529,0.234332738,0.538653206,0.999871382
ENSMUSG00000103033,0.130644072,-0.000430346,0.233334961,0.33828316,0.9283847
ENSMUSG00000103034,17869.40177,-0.052084339,0.208383088,0.565144507,0.999871382
ENSMUSG00000103059,5.515203651,0.011055482,0.23282645,0.791085143,0.999871382
ENSMUSG00000103081,0.218132642,-0.000668343,0.233308859,0.878023376,0.999871382
ENSMUSG00000103088,1.572196705,0.009070453,0.233393566,0.569283164,0.999871382
ENSMUSG00000103105,1.967391371,0.005651571,0.232710555,0.656984663,0.999871382
ENSMUSG00000103137,0.326790418,-0.00428483,0.233341482,0.616921498,0.999871382
ENSMUSG00000103144,0.657999668,0.001339495,0.233250491,0.90096367,0.999871382
ENSMUSG00000103155,0.41160044,-0.012881481,0.232435471,0.839387877,0.999871382
ENSMUSG00000103193,0.174007973,0.007060331,0.233412213,0.816661191,0.999871382
ENSMUSG00000103206,0.599984305,0.000148391,0.23332351,0.892891116,0.999871382
ENSMUSG00000103230,0.51752337,-0.006834252,0.231870701,0.604120538,0.999871382
ENSMUSG00000103254,15.89786155,-0.010276539,0.22809437,0.830968735,0.999871382
ENSMUSG00000103271,3.187163663,-0.008744997,0.233238228,0.646625417,0.999871382
ENSMUSG00000103286,0.51561178,0.000747244,0.232222143,0.822472294,0.999871382
ENSMUSG00000103290,0.230534848,-0.005183341,0.233391717,0.64399398,0.999871382
ENSMUSG00000103293,2.386813337,0.004456999,0.233300189,0.748530788,0.999871382
ENSMUSG00000103297,2.249693352,0.003079255,0.233144557,0.776418386,0.999871382
ENSMUSG00000103300,0.103323151,0.005049941,0.233375365,0.683983514,0.999871382
ENSMUSG00000103314,1.491626773,0.085106286,0.251399331,0.067117059,0.532287669
ENSMUSG00000103318,18.06024284,-0.010091336,0.225639561,0.86990558,0.999871382
ENSMUSG00000103323,0.166564277,-0.000310971,0.233259808,0.922749497,0.999871382
ENSMUSG00000103332,0.44042225,-0.000190377,0.233302621,0.12690322,0.684631983
ENSMUSG00000103367,39.94590268,0.023356975,0.225344671,0.692454472,0.999871382
ENSMUSG00000103369,0.180123739,-0.003708678,0.233258495,0.88067527,0.999871382
ENSMUSG00000103409,0.371764263,-7.2797E-05,0.233288709,0.872704062,0.999871382
ENSMUSG00000103415,0.569518664,-0.002427625,0.233319777,0.627762844,0.999871382
ENSMUSG00000103423,2.840250442,0.068806251,0.239152528,0.241637003,0.841861786
ENSMUSG00000103433,0.265501166,0.006444311,0.2334123,0.650839167,0.999871382
ENSMUSG00000103439,1.572914875,0.00094978,0.233289409,0.514010355,0.999871382
ENSMUSG00000103441,0.115793887,-0.000155089,0.233339601,0.88089298,0.999871382
ENSMUSG00000103454,2.034824708,0.005869213,0.233087083,0.519089262,0.999871382
ENSMUSG00000103472,0.472663704,0.00566545,0.233401297,0.523213995,0.999871382
ENSMUSG00000103501,0.804038943,0.019569481,0.232912137,0.689536288,0.999871382
ENSMUSG00000103523,0.860820137,-0.00397799,0.232286923,0.749190514,0.999871382
ENSMUSG00000103537,0.88188271,0.001469315,0.233322797,0.852427007,0.999871382
ENSMUSG00000103554,0.324007528,-0.000252177,0.233336938,0.442594762,0.984220438
ENSMUSG00000103567,0.994085091,-0.000335716,0.233301094,0.667082721,0.999871382
ENSMUSG00000103574,1.732355356,0.004516557,0.232556705,0.890626029,0.999871382
ENSMUSG00000103584,0.138898666,0.001229284,0.233308094,0.864531247,0.999871382
ENSMUSG00000103585,6.64779763,0.028772524,0.234939021,0.130868208,0.689296603
ENSMUSG00000103600,2.138914288,0.017265593,0.233676795,0.531257399,0.999871382
ENSMUSG00000103628,0.241096688,-0.007724897,0.233128029,0.856057134,0.999871382
ENSMUSG00000103641,1.874963642,-9.15616E-05,0.233136379,0.943225845,0.999871382
ENSMUSG00000103643,0.093565454,0.001487071,0.233204924,0.979930209,0.999871382
ENSMUSG00000103653,13.1237452,-0.009398095,0.233491125,0.002306347,0.092019471
ENSMUSG00000103667,0.320758979,8.72055E-05,0.233312579,0.783978787,0.999871382
ENSMUSG00000103677,3.153013157,-0.001634252,0.233257117,0.662241265,0.999871382
ENSMUSG00000103688,0.303289268,-0.003517272,0.233306226,0.785242139,0.999871382
ENSMUSG00000103711,22.43538083,0.007896675,0.22492026,0.891334943,0.999871382
ENSMUSG00000103729,0.387508039,-0.010044409,0.23242194,0.653893197,0.999871382
ENSMUSG00000103735,22.78971018,0.023395156,0.234559569,0.226765393,0.824452855
ENSMUSG00000103741,0.778548039,0.001300069,0.233230585,0.999871382,0.999871382
ENSMUSG00000103749,0.42275928,0.002800839,0.233315115,0.637013134,0.999871382
ENSMUSG00000103759,0.196612793,0.005907935,0.233353744,0.861315535,0.999871382
ENSMUSG00000103764,0.275881995,-0.007440095,0.233448012,0.67543808,0.999871382
ENSMUSG00000103766,0.221433857,-0.000513595,0.23330296,0.969497832,0.999871382
ENSMUSG00000103792,1.23398793,-0.024330677,0.228987976,0.743075176,0.999871382
ENSMUSG00000103793,0.203944175,-0.001089159,0.233326387,0.996382692,0.999871382
ENSMUSG00000103817,6.561293919,-0.044191367,0.23830116,0.103467558,0.632185508
ENSMUSG00000103823,1.611722305,-0.049460918,0.237354476,0.19511515,0.790228583
ENSMUSG00000103845,0.301105367,-0.000141933,0.233339538,0.868316112,0.999871382
ENSMUSG00000103847,16.6903972,0.075905408,0.244279333,0.184222593,0.774667663
ENSMUSG00000103850,0.200545448,-0.008348758,0.233480843,0.679491318,0.999871382
ENSMUSG00000103873,2.477000068,0.015885151,0.234014665,0.004568995,0.139303881
ENSMUSG00000103880,1.891991702,-0.031144358,0.232780648,0.443878725,0.985082768
ENSMUSG00000103897,2.876759108,-0.000812845,0.233302235,0.501625319,0.999871382
ENSMUSG00000103903,0.460771045,0.004279795,0.232615007,0.880293919,0.999871382
ENSMUSG00000103906,13.21410128,-0.023192377,0.230339955,0.594179847,0.999871382
ENSMUSG00000103922,3.476187892,-0.00040282,0.233335293,0.805859936,0.999871382
ENSMUSG00000103933,0.603200867,0.024936402,0.231941643,0.656937124,0.999871382
ENSMUSG00000103939,0.920851075,0.000594347,0.2327839,0.990681237,0.999871382
ENSMUSG00000103953,0.857609382,-0.001855642,0.233325566,0.556466285,0.999871382
ENSMUSG00000103964,0.81339841,-0.005934999,0.233363235,0.732622292,0.999871382
ENSMUSG00000103986,1.067105941,-0.001307347,0.23116968,0.966390316,0.999871382
ENSMUSG00000104028,1.296949423,-0.024921253,0.232639041,0.369063049,0.947637418
ENSMUSG00000104043,1.12111094,-0.040866376,0.23553484,0.244186295,0.844586455
ENSMUSG00000104063,0.878749926,0.000610152,0.233286056,0.107475115,0.642153696
ENSMUSG00000104074,4.403546694,-0.024634139,0.217259706,0.760667376,0.999871382
ENSMUSG00000104083,0.134438046,-0.000643563,0.233161689,0.974655437,0.999871382
ENSMUSG00000104089,0.174951644,-0.002098725,0.23318717,0.990648731,0.999871382
ENSMUSG00000104103,10.9483019,-0.000841888,0.233200165,0.332686179,0.923764032
ENSMUSG00000104126,0.160088628,0.000619526,0.233234604,0.992020395,0.999871382
ENSMUSG00000104134,0.189412117,0.000379046,0.233243994,0.891243654,0.999871382
ENSMUSG00000104135,0.227292392,-0.003443162,0.233353134,0.767134244,0.999871382
ENSMUSG00000104141,0.128746205,0.002251596,0.233175131,0.948596727,0.999871382
ENSMUSG00000104158,0.064860522,-0.000344513,0.233333673,0.909903006,0.999871382
ENSMUSG00000104166,0.973048929,-0.024259029,0.231471195,0.600460126,0.999871382
ENSMUSG00000104181,0.51817729,0.000495187,0.233266309,0.823080019,0.999871382
ENSMUSG00000104202,2.573409633,-0.109849198,0.26915564,0.010653489,0.218823493
ENSMUSG00000104213,4131.378898,0.177275188,0.226913694,0.185264641,0.775930249
ENSMUSG00000104217,1.771941378,0.009117504,0.233564934,5.08385E-08,1.93965E-05
ENSMUSG00000104218,0.210940529,-0.003166437,0.233360514,0.62393389,0.999871382
ENSMUSG00000104227,0.478025376,-0.015794744,0.233176897,0.496091294,0.999871382
ENSMUSG00000104241,1.175177813,0.007990208,0.233278104,0.395272644,0.961873539
ENSMUSG00000104243,0.405822809,-0.000558615,0.232123126,0.929092906,0.999871382
ENSMUSG00000104252,0.304321747,0.005681487,0.233394942,0.641016469,0.999871382
ENSMUSG00000104280,4.668519564,-2.12242339,0.827755882,0.000141607,0.013653878
ENSMUSG00000104301,3.377654206,0.193789179,0.336550884,0.040118866,0.423497341
ENSMUSG00000104341,0.304434936,-0.011025669,0.23359657,0.55884941,0.999871382
ENSMUSG00000104346,0.914566194,0.004590966,0.233350971,0.664385374,0.999871382
ENSMUSG00000104360,0.364393467,-0.003273855,0.233126342,0.669100309,0.999871382
ENSMUSG00000104361,0.222425687,0.007987474,0.23335629,0.867225337,0.999871382
ENSMUSG00000104377,71.12562794,0.285437078,0.556280861,0.007707951,0.188070589
ENSMUSG00000104385,0.107800551,-0.00175209,0.2332981,0.842728768,0.999871382
ENSMUSG00000104418,3.932473586,-0.052351576,0.230818416,0.405028628,0.965511044
ENSMUSG00000104422,1.072419121,0.008850612,0.233175752,0.908700142,0.999871382
ENSMUSG00000104434,3.669278147,0.020159956,0.224081791,0.742381875,0.999871382
ENSMUSG00000104440,0.105301425,-0.000512416,0.233331916,0.863916118,0.999871382
ENSMUSG00000104445,0.179566013,-0.000652179,0.233334042,0.764187999,0.999871382
ENSMUSG00000104452,24.5169083,0.043209496,0.231141474,0.456247452,0.991156969
ENSMUSG00000104496,2.252469757,0.002355373,0.233312271,0.50709463,0.999871382
ENSMUSG00000104514,0.477222909,-0.004827253,0.233306751,0.575826246,0.999871382
ENSMUSG00000104517,0.73327356,0.009498759,0.233507835,0.507453814,0.999871382
ENSMUSG00000104575,0.297246807,0.004226567,0.233361419,0.799412661,0.999871382
ENSMUSG00000104577,14.21158756,-0.04704047,0.236474344,0.22584765,0.824452855
ENSMUSG00000104584,0.211132299,0.01281466,0.233510657,0.978266098,0.999871382
ENSMUSG00000104604,0.315015801,0.001392117,0.233304843,0.397011755,0.962895725
ENSMUSG00000104614,0.135133293,0.000504793,0.233301156,0.795368368,0.999871382
ENSMUSG00000104616,0.339916492,0.023343744,0.233830132,0.565079093,0.999871382
ENSMUSG00000104620,0.762302554,-0.000808136,0.233092869,0.79041548,0.999871382
ENSMUSG00000104623,2.705660781,-0.118375502,0.267758036,0.06650235,0.531318281
ENSMUSG00000104629,1.453461037,0.007404744,0.233214267,0.462167181,0.994589332
ENSMUSG00000104633,0.747400392,-0.004704815,0.233315249,0.532156221,0.999871382
ENSMUSG00000104643,0.151382676,-0.002605367,0.233216498,0.86892882,0.999871382
ENSMUSG00000104649,1.783473399,-0.032768927,0.235241828,0.364316742,0.945246445
ENSMUSG00000104664,0.815530566,0.001148968,0.233324511,0.857270612,0.999871382
ENSMUSG00000104679,21.06276087,-0.026871574,0.234607932,0.1742432,0.763601742
ENSMUSG00000104695,3.058324974,0.00223156,0.22457895,0.982637196,0.999871382
ENSMUSG00000104699,6.862648179,-0.223939924,0.373565765,0.036028914,0.401652968
ENSMUSG00000104707,0.566393919,-0.029489823,0.233054704,0.408285227,0.967079567
ENSMUSG00000104712,0.535083391,-0.002835719,0.23332697,0.394161783,0.960766423
ENSMUSG00000104713,59.31864283,0.059591872,0.233429407,0.388301608,0.956868395
ENSMUSG00000104716,0.496538344,-0.030598095,0.234938759,0.389682597,0.957712782
ENSMUSG00000104730,0.183127651,-0.003482518,0.233351759,0.758084109,0.999871382
ENSMUSG00000104731,0.308157854,-0.008323442,0.233324766,0.580330954,0.999871382
ENSMUSG00000104739,0.179421097,-0.002071855,0.233307448,0.873743117,0.999871382
ENSMUSG00000104769,2.061596702,-0.010957944,0.232845168,0.634988538,0.999871382
ENSMUSG00000104775,0.392504391,-0.011009935,0.232686254,0.587129086,0.999871382
ENSMUSG00000104780,0.362548869,0.006551392,0.232959768,0.886924917,0.999871382
ENSMUSG00000104802,6.582575065,-0.167786095,0.280750133,0.120060316,0.671118105
ENSMUSG00000104841,1.328961223,0.002331543,0.233292435,0.252363296,0.853606542
ENSMUSG00000104843,0.737991594,-0.000719043,0.232889583,0.967019462,0.999871382
ENSMUSG00000104862,2.939456018,-0.030115667,0.228793374,0.595868612,0.999871382
ENSMUSG00000104876,70.49272174,-0.084944773,0.227158323,0.388425499,0.956868395
ENSMUSG00000104882,2.341913993,-0.001555151,0.233081349,0.868764489,0.999871382
ENSMUSG00000104893,0.808257366,-0.044773809,0.237475172,0.179175015,0.769192952
ENSMUSG00000104895,0.098457005,-0.003574102,0.233345261,0.797058636,0.999871382
ENSMUSG00000104913,3.654131187,0.061987114,0.23449325,0.348770416,0.93882317
ENSMUSG00000104920,0.324415705,-0.000747126,0.233285169,0.734969034,0.999871382
ENSMUSG00000104922,0.082094595,0.001019796,0.233324025,0.72874937,0.999871382
ENSMUSG00000104923,0.138624463,0.000539762,0.233188057,0.933604307,0.999871382
ENSMUSG00000104962,0.140750587,0.002881787,0.23333657,0.660352243,0.999871382
ENSMUSG00000104984,0.177762538,0.001994392,0.233267242,0.965773827,0.999871382
ENSMUSG00000105015,0.708488443,0.006247922,0.231831504,0.903566393,0.999871382
ENSMUSG00000105024,1.234773074,0.01501481,0.232252814,0.761357056,0.999871382
ENSMUSG00000105031,1.892143985,0.068021506,0.246893861,0.041479121,0.429320624
ENSMUSG00000105032,2.574889777,-0.079539714,0.241334757,0.228321572,0.825834394
ENSMUSG00000105043,0.896924924,0.004864191,0.233271247,0.59729308,0.999871382
ENSMUSG00000105045,1.070472962,0.011158,0.233299725,0.504550479,0.999871382
ENSMUSG00000105051,0.061347045,0.000933054,0.233319756,0.933058638,0.999871382
ENSMUSG00000105053,1.462514678,0.004854335,0.233321297,0.215308233,0.812994951
ENSMUSG00000105061,3.566376611,-0.003330227,0.233292425,0.505556055,0.999871382
ENSMUSG00000105077,1.708641236,-0.030890078,0.230641836,0.49816978,0.999871382
ENSMUSG00000105081,13.1355801,-0.029741192,0.234175239,0.271942778,0.875153813
ENSMUSG00000105091,0.509063837,-0.001895089,0.233331886,0.03535189,0.397735897
ENSMUSG00000105096,6.722155135,-0.018071623,0.233307637,0.250913743,0.851873123
ENSMUSG00000105103,1.167594837,0.00046483,0.233306218,0.827715565,0.999871382
ENSMUSG00000105123,0.292500072,0.000227383,0.233257784,0.879996751,0.999871382
ENSMUSG00000105124,0.598061786,-0.002776632,0.233141972,0.441235686,0.982979385
ENSMUSG00000105129,0.104798026,0.001530107,0.233262013,0.848116585,0.999871382
ENSMUSG00000105144,2.556387644,-0.090802295,0.250767932,0.142366076,0.713697317
ENSMUSG00000105147,0.468510072,0.001183665,0.233282123,0.904974304,0.999871382
ENSMUSG00000105150,0.093282166,0.00148286,0.233291747,0.887483205,0.999871382
ENSMUSG00000105163,0.049840301,0.001285868,0.233324209,0.789855918,0.999871382
ENSMUSG00000105181,1.627900052,-0.078796024,0.24470199,0.174204709,0.763601742
ENSMUSG00000105189,0.80022691,0.000220328,0.233321291,0.976131537,0.999871382
ENSMUSG00000105204,1.136610336,0.000476513,0.233313485,0.600642882,0.999871382
ENSMUSG00000105207,49.94580706,0.026918636,0.233751395,0.363393651,0.945246445
ENSMUSG00000105233,2.080639966,-0.011593159,0.228767938,0.791125836,0.999871382
ENSMUSG00000105237,0.343973171,0.001403975,0.232784444,0.909972292,0.999871382
ENSMUSG00000105244,3.784283268,0.009728969,0.232744094,0.510538873,0.999871382
ENSMUSG00000105250,0.747729649,0.034284153,0.233383868,0.338354602,0.9283847
ENSMUSG00000105253,0.226285477,-0.011855884,0.233536036,0.709171533,0.999871382
ENSMUSG00000105291,0.168554206,-0.000810752,0.233321518,0.840171354,0.999871382
ENSMUSG00000105294,0.437999909,0.001761875,0.233300519,0.808176504,0.999871382
ENSMUSG00000105327,0.724336615,-0.037093842,0.237272097,0.136370946,0.700267543
ENSMUSG00000105338,8.979616863,0.020544571,0.233170243,0.429275673,0.978558695
ENSMUSG00000105340,4.52248903,0.057550556,0.241979437,0.075769696,0.560094485
ENSMUSG00000105357,0.220695216,0.003099272,0.233258031,0.958766691,0.999871382
ENSMUSG00000105359,6.926191838,0.110281293,0.261330075,0.058345113,0.500061974
ENSMUSG00000105360,14.37064945,-0.039985469,0.223646389,0.551512189,0.999871382
ENSMUSG00000105363,0.789186767,-0.001248819,0.233268765,0.377893207,0.951057967
ENSMUSG00000105370,5.170946825,0.054884398,0.239638384,0.1472082,0.720441911
ENSMUSG00000105380,0.557556788,0.003720125,0.233348561,0.998271018,0.999871382
ENSMUSG00000105388,1864.766498,-0.440888501,0.417142391,0.021364362,0.31437359
ENSMUSG00000105393,0.722066498,-0.004372135,0.233316244,0.868080326,0.999871382
ENSMUSG00000105395,0.179125021,0.003423458,0.233355912,0.665254359,0.999871382
ENSMUSG00000105397,4.816195216,-0.02088852,0.230969589,0.576390741,0.999871382
ENSMUSG00000105406,8.620474321,-0.197110363,0.34818051,0.020921828,0.311298439
ENSMUSG00000105407,0.163777432,-0.000489394,0.233286701,0.900331549,0.999871382
ENSMUSG00000105408,9.306588729,-0.046586118,0.230813621,0.449087468,0.98795527
ENSMUSG00000105432,5.164554405,-0.021281111,0.234030083,0.130663663,0.689181853
ENSMUSG00000105452,1.015837372,0.019049966,0.230703835,0.635107255,0.999871382
ENSMUSG00000105461,1.650969457,0.011672272,0.233217323,0.625617486,0.999871382
ENSMUSG00000105462,7.777171355,0.002870406,0.230741728,0.926687316,0.999871382
ENSMUSG00000105499,5.076229702,-0.037459687,0.234376024,0.306326243,0.905144639
ENSMUSG00000105504,63.63971762,0.11937158,0.251864598,0.213294813,0.811118002
ENSMUSG00000105506,0.348701183,-0.016184252,0.233591462,0.632221715,0.999871382
ENSMUSG00000105518,0.197082995,-0.003271813,0.233344238,0.806626314,0.999871382
ENSMUSG00000105529,0.618037367,0.013000713,0.233444983,0.635961957,0.999871382
ENSMUSG00000105532,0.20480436,-0.00291563,0.233286459,0.867072579,0.999871382
ENSMUSG00000105533,1.020168001,0.004198745,0.233302717,0.701285898,0.999871382
ENSMUSG00000105536,1.093292199,-0.029232762,0.229531423,0.610543332,0.999871382
ENSMUSG00000105542,3.38081781,0.064049947,0.244681902,0.04319557,0.437407371
ENSMUSG00000105547,1102.34843,-0.091641762,0.19407092,0.440625055,0.982954528
ENSMUSG00000105549,7.415152295,0.042137303,0.236906449,0.138706407,0.705841402
ENSMUSG00000105554,1.357410518,0.011174248,0.231404612,0.90958232,0.999871382
ENSMUSG00000105558,1.6522188,-0.019808696,0.228031361,0.754370538,0.999871382
ENSMUSG00000105573,0.666202063,-0.011150362,0.233242649,0.663850947,0.999871382
ENSMUSG00000105599,0.443577749,-0.031902017,0.235940745,0.210828545,0.808029066
ENSMUSG00000105600,34.39772962,-0.095239234,0.24911526,0.175003636,0.764562783
ENSMUSG00000105606,52.0584231,0.04229443,0.223431275,0.593080823,0.999871382
ENSMUSG00000105630,0.606521957,-0.000485826,0.23329064,0.450216717,0.988495044
ENSMUSG00000105633,2.174268189,0.01400494,0.231023275,0.787019073,0.999871382
ENSMUSG00000105641,0.348951976,0.009412144,0.232966687,0.661291323,0.999871382
ENSMUSG00000105644,0.318181106,-0.00438941,0.233330053,0.687491497,0.999871382
ENSMUSG00000105645,0.559975154,0.001427978,0.23327298,0.848302491,0.999871382
ENSMUSG00000105671,0.726175098,0.001759971,0.233319179,0.076842493,0.564796179
ENSMUSG00000105714,0.245170947,0.000794764,0.233318074,0.796007171,0.999871382
ENSMUSG00000105721,1.631698776,0.000620168,0.233069593,0.939293612,0.999871382
ENSMUSG00000105727,0.564773193,-0.001155171,0.232450175,0.811107086,0.999871382
ENSMUSG00000105739,0.117429039,-0.00115464,0.2332702,0.98262056,0.999871382
ENSMUSG00000105757,1.195748716,-0.018768362,0.234389003,0.071197304,0.544070769
ENSMUSG00000105775,4.007800791,-0.029059598,0.229669037,0.546339084,0.999871382
ENSMUSG00000105796,0.698439728,-0.000300465,0.233338195,0.719891902,0.999871382
ENSMUSG00000105800,0.92699978,-0.012152345,0.233338557,0.477842051,0.999871382
ENSMUSG00000105808,0.110133397,0.001684815,0.233319697,0.925741152,0.999871382
ENSMUSG00000105827,3.511588974,-0.043833153,0.23851713,0.011619675,0.230756032
ENSMUSG00000105829,0.328024475,-0.011492863,0.233290044,0.652365526,0.999871382
ENSMUSG00000105830,0.863254617,-0.003848017,0.233293464,0.915858839,0.999871382
ENSMUSG00000105833,0.392995351,-0.003310431,0.233353389,0.553794749,0.999871382
ENSMUSG00000105835,0.622718704,-0.000448354,0.23333183,0.831525367,0.999871382
ENSMUSG00000105854,4.854076632,-0.229790071,0.377548999,0.034563565,0.395949619
ENSMUSG00000105862,0.890793339,-0.003407183,0.233344194,0.713618541,0.999871382
ENSMUSG00000105866,3.751685833,-0.086220735,0.24871163,0.12690481,0.684631983
ENSMUSG00000105867,6.416113112,0.03141788,0.234703917,0.195364463,0.790228583
ENSMUSG00000105875,2.416944913,-0.003038043,0.233293385,0.385264373,0.954825243
ENSMUSG00000105879,1.895310309,-0.049639801,0.235288421,0.314808416,0.910624765
ENSMUSG00000105883,0.109964083,-0.002005678,0.233329094,0.80203069,0.999871382
ENSMUSG00000105887,0.126292615,-0.001011923,0.233322141,0.940724747,0.999871382
ENSMUSG00000105893,0.173617474,-0.000426772,0.233334902,0.996759704,0.999871382
ENSMUSG00000105901,1.376496285,0.004997533,0.232542027,0.712990711,0.999871382
ENSMUSG00000105905,0.711640481,0.022106971,0.233998848,0.196165858,0.792012897
ENSMUSG00000105906,954.5765293,-0.019039763,0.209654727,0.829380402,0.999871382
ENSMUSG00000105916,0.498194976,0.00030469,0.232637473,0.859701102,0.999871382
ENSMUSG00000105944,4.945891154,-0.147329337,0.279377346,0.100994302,0.628983992
ENSMUSG00000105953,0.53570001,-0.004153434,0.233336724,0.696121283,0.999871382
ENSMUSG00000105955,0.678973204,0.005294802,0.233204103,0.705964327,0.999871382
ENSMUSG00000105977,0.842766106,0.000774381,0.233311833,0.769902003,0.999871382
ENSMUSG00000106009,0.207979897,-0.002794087,0.233196175,0.932381469,0.999871382
ENSMUSG00000106016,9.756337946,0.000237507,0.233288275,0.431012729,0.978558695
ENSMUSG00000106028,1.259272861,0.01524367,0.233844929,0.03348734,0.389310252
ENSMUSG00000106031,5.621949475,0.007679459,0.232408608,0.802741464,0.999871382
ENSMUSG00000106037,2331.715735,-0.763076452,0.431405235,0.003463452,0.118969577
ENSMUSG00000106038,3.361662721,-0.04819434,0.238003354,0.136428579,0.700267543
ENSMUSG00000106039,2.333569759,-0.017363125,0.23303826,0.674053343,0.999871382
ENSMUSG00000106059,0.265818635,-0.000596331,0.233308138,0.821201646,0.999871382
ENSMUSG00000106067,0.054119612,-0.000420287,0.233332611,0.902411759,0.999871382
ENSMUSG00000106076,1.260857604,-0.10902057,0.266460266,0.044276185,0.443043992
ENSMUSG00000106084,0.182427757,0.000978825,0.23329869,0.902765366,0.999871382
ENSMUSG00000106102,1.411885194,-0.036285589,0.236764566,0.019804041,0.305903967
ENSMUSG00000106105,0.948241397,-0.001024552,0.231008704,0.606147121,0.999871382
ENSMUSG00000106133,5.157784591,-0.039166361,0.232357692,0.436300518,0.981178437
ENSMUSG00000106135,5.050314004,0.00548893,0.218806828,0.939652511,0.999871382
ENSMUSG00000106189,1.872503682,-0.005594459,0.233363413,0.015942811,0.271829516
ENSMUSG00000106190,1.495974531,-0.009220825,0.231722034,0.760203592,0.999871382
ENSMUSG00000106208,1.699614076,-0.04567945,0.233590277,0.388115324,0.956868395
ENSMUSG00000106217,0.18217941,-0.002799507,0.233237765,0.945062955,0.999871382
ENSMUSG00000106225,0.079439542,0.001022798,0.233324055,0.732693995,0.999871382
ENSMUSG00000106239,5.869741334,0.03670582,0.233423795,0.353616524,0.942177392
ENSMUSG00000106243,1.555252505,-0.055784421,0.23657744,0.329580715,0.922335355
ENSMUSG00000106246,0.954538686,0.005169917,0.232146541,0.851612561,0.999871382
ENSMUSG00000106247,0.442260876,-0.001122704,0.233322226,0.887180184,0.999871382
ENSMUSG00000106256,0.275978896,0.002804959,0.23332907,0.700234648,0.999871382
ENSMUSG00000106258,2.843767975,-0.000403336,0.232093826,0.998659993,0.999871382
ENSMUSG00000106259,1.40125381,0.005334342,0.233383987,0.528265066,0.999871382
