Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration,Distance,Mean speed,NE : time,NE : distance,NE : average speed,NW : time,NW : distance,NW : average speed,SE : time,SE : distance,SE : average speed,SW : time,SW : distance,SW : average speed,Island : distance to first entry,Island : latency to first entry,Thigmitaxis : time,Thigmitaxis : distance,Thigmitaxis : average speed,Diet,Sex,Age,Genotype
113,221101-17,E2HN_M_6mo_Control,A,Day2,1,MWM_150,11/8/22,45.9,10.039,0.219,17.1,3.444,0.202,4.8,1.205,0.249,9.8,2.303,0.235,14.2,3.087,0.217,9.228,41.9,23.8,4.965,0.209,Control,Male,6,E2HN
114,221101-18,E2HN_M_6mo_Control,A,Day2,1,MWM_150,11/8/22,60,12.341,0.206,14,2.394,0.171,4.4,1.176,0.267,29.9,6.232,0.209,11.7,2.54,0.217,,,41.6,8.574,0.206,Control,Male,6,E2HN
115,221101-19,E2HN_M_6mo_Control,A,Day2,1,MWM_150,11/8/22,60,12.157,0.203,16.5,3.113,0.188,14.9,2.793,0.187,14,3.347,0.239,14.5,2.904,0.2,,,43,8.246,0.192,Control,Male,6,E2HN
116,221101-20,E4HN_F_6mo_Control,F,Day2,1,MWM_150,11/8/22,60,6.16,0.103,29.2,2.367,0.081,1.7,0.214,0.126,29.1,3.58,0.123,0,0,,,,25.7,1.181,0.046,Control,Female,6,E4HN
117,221101-21,E4HN_F_6mo_Control,F,Day2,1,MWM_150,11/8/22,60,9.547,0.159,30.8,3.917,0.127,6.2,1.179,0.19,12.3,2.645,0.214,10.7,1.807,0.169,,,22.6,3.257,0.144,Control,Female,6,E4HN
118,221101-22,E4HN_F_6mo_Control,F,Day2,1,MWM_150,11/8/22,60,7.356,0.123,28.7,1.537,0.053,14.8,2.887,0.195,6.1,0.794,0.131,10.4,2.138,0.206,,,29.2,4.073,0.139,Control,Female,6,E4HN
119,221101-23,E4HN_F_6mo_Control,F,Day2,1,MWM_150,11/8/22,60,14.235,0.237,24.9,5.114,0.206,15.3,3.973,0.26,9.9,2.741,0.276,9.9,2.407,0.243,,,13.6,2.397,0.176,Control,Female,6,E4HN
120,221101-24,E4HN_F_6mo_Control,F,Day2,1,MWM_150,11/8/22,60,12.209,0.203,25.3,4.073,0.161,11.6,2.907,0.251,6.9,1.768,0.256,16.2,3.461,0.214,,,30,6.43,0.214,Control,Female,6,E4HN
121,221101-1,E44_M_12mo_HFD,C,Day2,2,MWM_150,11/8/22,60,11.004,0.183,9.1,1.424,0.157,13.5,2.679,0.198,12.3,2.608,0.213,25.1,4.293,0.171,,,22.1,2.885,0.131,HFD,Male,12,E44
122,221101-2,E44_M_12mo_HFD,C,Day2,2,MWM_150,11/8/22,19.3,1.711,0.088,0,0,,0,0,,4.8,0.672,0.139,14.5,1.039,0.072,1.662,15.3,5.4,0.509,0.095,HFD,Male,12,E44
123,221101-3,E4HN_M_18mo_HFD,D,Day2,2,MWM_150,11/8/22,17.5,0.538,0.031,0,0,,2.9,0.051,0.018,0,0,,14.6,0.487,0.033,0.491,13.5,0,0,,HFD,Male,18,E4HN
124,221101-4,E4HN_F_18mo_HFD,B,Day2,2,MWM_150,11/8/22,42.3,4.66,0.11,4.7,0.878,0.185,7,0.931,0.134,7.1,1.132,0.159,23.4,1.719,0.073,4.564,38.2,7.4,0.842,0.114,HFD,Female,18,E4HN
125,221101-5,E4HN_M_6mo_Control,E,Day2,2,MWM_150,11/8/22,6.4,0.359,0.056,0,0,,0,0,,0,0,,6.4,0.359,0.056,0.22,2.4,0,0,,Control,Male,6,E4HN
126,221101-6,E4HN_M_6mo_Control,E,Day2,2,MWM_150,11/8/22,21.2,1.324,0.062,0,0,,0,0,,0,0,,21.2,1.324,0.062,1.286,17.2,0,0,,Control,Male,6,E4HN
127,221101-7,E44_F_6mo_Control,H,Day2,2,MWM_150,11/8/22,22.4,3.497,0.156,0,0,,10,1.691,0.17,0,0,,12.4,1.807,0.146,3.368,18.3,5.8,0.856,0.148,Control,Female,6,E44
128,221101-8,E44_F_6mo_Control,H,Day2,2,MWM_150,11/8/22,5.4,0.39,0.072,0,0,,0,0,,0,0,,5.4,0.39,0.072,0.145,1.4,0,0,,Control,Female,6,E44
129,221101-9,E44_F_6mo_Control,H,Day2,2,MWM_150,11/8/22,60,7.592,0.127,2.5,0.513,0.202,31.2,3.309,0.106,7.3,1.233,0.169,19,2.537,0.134,,,19.6,2.627,0.134,Control,Female,6,E44
130,221101-10,E44_M_6mo_Control,G,Day2,2,MWM_150,11/8/22,5.4,0.175,0.032,0,0,,0,0,,0,0,,5.4,0.175,0.032,0.133,1.4,0,0,,Control,Male,6,E44
131,221101-11,E44_M_6mo_Control,G,Day2,2,MWM_150,11/8/22,60,11.891,0.198,14.4,2.759,0.192,14.4,2.367,0.164,15.8,3.693,0.234,15.4,3.073,0.2,,,18,2.74,0.152,Control,Male,6,E44
132,221101-12,E44_M_6mo_Control,G,Day2,2,MWM_150,11/8/22,36.2,6.697,0.185,6.1,1.182,0.194,9.5,1.738,0.182,4.8,1.315,0.272,15.8,2.462,0.156,5.689,32.2,8.1,1.191,0.148,Control,Male,6,E44
133,221101-13,E2HN_F_6mo_Control,I,Day2,2,MWM_150,11/8/22,60,12.037,0.201,10.1,1.974,0.196,12,2.812,0.234,24.3,4.87,0.2,13.5,2.38,0.176,,,17.9,3.069,0.171,Control,Female,6,E2HN
134,221101-14,E2HN_F_6mo_Control,I,Day2,2,MWM_150,11/8/22,6.4,0.337,0.053,0,0,,0,0,,0,0,,6.4,0.337,0.053,0.204,2.3,0,0,,Control,Female,6,E2HN
135,221101-15,E2HN_M_6mo_Control,A,Day2,2,MWM_150,11/8/22,60,11.277,0.188,4.4,0.808,0.182,8.5,1.517,0.178,17.2,3.377,0.196,29.9,5.575,0.187,,,8.3,1.322,0.16,Control,Male,6,E2HN
136,221101-16,E2HN_M_6mo_Control,A,Day2,2,MWM_150,11/8/22,60,13.136,0.219,4,0.98,0.243,10.1,2.145,0.213,13,2.739,0.211,32.9,7.272,0.221,,,26.7,5.701,0.214,Control,Male,6,E2HN
137,221101-17,E2HN_M_6mo_Control,A,Day2,2,MWM_150,11/8/22,60,12.81,0.213,8.5,1.573,0.184,2.3,0.361,0.155,11.8,2.766,0.234,37.3,8.11,0.217,,,33.5,6.952,0.207,Control,Male,6,E2HN
138,221101-18,E2HN_M_6mo_Control,A,Day2,2,MWM_150,11/8/22,60,11.763,0.196,6.1,1.296,0.212,5.2,1.134,0.217,26,4.945,0.19,22.7,4.387,0.194,,,32,5.206,0.163,Control,Male,6,E2HN
139,221101-19,E2HN_M_6mo_Control,A,Day2,2,MWM_150,11/8/22,4.6,0.181,0.039,0,0,,0,0,,0,0,,4.6,0.181,0.039,0.053,0.6,0,0,,Control,Male,6,E2HN
140,221101-20,E4HN_F_6mo_Control,F,Day2,2,MWM_150,11/8/22,30.4,3.02,0.099,0.6,0.086,0.136,13.5,1.395,0.103,0,0,0,16.2,1.538,0.095,2.93,26.3,2.2,0.165,0.075,Control,Female,6,E4HN
141,221101-21,E4HN_F_6mo_Control,F,Day2,2,MWM_150,11/8/22,13.7,0.515,0.038,0,0,,0,0,,0,0,,13.7,0.515,0.038,0.44,9.6,0,0,,Control,Female,6,E4HN
142,221101-22,E4HN_F_6mo_Control,F,Day2,2,MWM_150,11/8/22,20.1,0.577,0.029,0,0,,0,0,,0,0,,20.1,0.577,0.029,0.437,16,0,0,,Control,Female,6,E4HN
143,221101-23,E4HN_F_6mo_Control,F,Day2,2,MWM_150,11/8/22,29.6,3.392,0.114,2,0.292,0.144,9.3,1.429,0.154,3.2,0.347,0.11,15.1,1.324,0.087,3.353,25.6,1.2,0.135,0.112,Control,Female,6,E4HN
144,221101-24,E4HN_F_6mo_Control,F,Day2,2,MWM_150,11/8/22,60,11.2,0.187,5.1,1.273,0.251,15.2,2.502,0.165,15.3,3.171,0.208,24.5,4.253,0.174,,,37.8,6.693,0.177,Control,Female,6,E4HN
145,221101-1,E44_M_12mo_HFD,C,Day2,3,MWM_150,11/8/22,23.5,3.792,0.161,4.5,0.796,0.178,0.3,0.062,0.205,9.3,1.921,0.206,9.4,1.014,0.108,3.744,19.5,7.6,1.389,0.184,HFD,Male,12,E44
146,221101-2,E44_M_12mo_HFD,C,Day2,3,MWM_150,11/8/22,46.6,6.967,0.149,5.1,0.889,0.174,5.8,1.238,0.213,16.6,2.556,0.154,19.1,2.284,0.119,6.967,42.6,12.2,1.803,0.148,HFD,Male,12,E44
147,221101-3,E4HN_M_18mo_HFD,D,Day2,3,MWM_150,11/8/22,60,7.215,0.12,32.5,3.359,0.103,0,0,,23.6,3.308,0.14,3.8,0.548,0.143,,,33.3,3.014,0.091,HFD,Male,18,E4HN
148,221101-4,E4HN_F_18mo_HFD,B,Day2,3,MWM_150,11/8/22,60,9.22,0.154,12.5,1.883,0.151,11.3,1.413,0.125,23.1,3.945,0.171,13.2,1.978,0.15,,,23.1,2.223,0.096,HFD,Female,18,E4HN
149,221101-5,E4HN_M_6mo_Control,E,Day2,3,MWM_150,11/8/22,55.7,8.081,0.145,15.4,2.431,0.157,2.6,0.576,0.221,26.6,3.901,0.147,11.1,1.174,0.105,8.035,51.7,21.8,2.37,0.109,Control,Male,6,E4HN
150,221101-6,E4HN_M_6mo_Control,E,Day2,3,MWM_150,11/8/22,60,6.927,0.115,22.5,2.861,0.127,4.5,0.765,0.171,31.4,3.065,0.098,1.6,0.236,0.151,,,25.4,2.052,0.081,Control,Male,6,E4HN
151,221101-7,E44_F_6mo_Control,H,Day2,3,MWM_150,11/8/22,32.1,6.253,0.195,0,0,,11.1,2.706,0.244,4.6,1.03,0.226,16.4,2.518,0.153,6.215,28,4.6,0.77,0.167,Control,Female,6,E44
152,221101-8,E44_F_6mo_Control,H,Day2,3,MWM_150,11/8/22,60,11.603,0.193,10.2,1.88,0.184,1.8,0.558,0.31,30.5,6.361,0.209,17.5,2.804,0.16,,,23.3,3.875,0.167,Control,Female,6,E44
153,221101-9,E44_F_6mo_Control,H,Day2,3,MWM_150,11/8/22,18.8,1.947,0.103,0,0,,0,0,,11.8,1.346,0.114,7,0.601,0.086,1.815,14.8,1.8,0.224,0.127,Control,Female,6,E44
154,221101-10,E44_M_6mo_Control,G,Day2,3,MWM_150,11/8/22,60,9.086,0.151,26.8,4.055,0.152,1.8,0.254,0.141,30.1,4.679,0.156,1.4,0.097,0.071,,,30.3,3.849,0.127,Control,Male,6,E44
155,221101-11,E44_M_6mo_Control,G,Day2,3,MWM_150,11/8/22,60,9.209,0.153,14.8,2.639,0.178,4.5,0.977,0.219,32.8,4.384,0.134,7.9,1.208,0.152,,,13.6,1.427,0.105,Control,Male,6,E44
156,221101-12,E44_M_6mo_Control,G,Day2,3,MWM_150,11/8/22,16.3,1.946,0.12,1,0.205,0.205,0.2,0.052,0.261,9.6,1.229,0.128,5.5,0.46,0.084,1.8,12.2,3.9,0.332,0.086,Control,Male,6,E44
157,221101-13,E2HN_F_6mo_Control,I,Day2,3,MWM_150,11/8/22,60,11.815,0.197,17.8,3.334,0.187,11.4,2.481,0.217,18.2,3.341,0.184,12.5,2.659,0.212,,,12.7,1.943,0.153,Control,Female,6,E2HN
158,221101-14,E2HN_F_6mo_Control,I,Day2,3,MWM_150,11/8/22,18.9,1.681,0.089,0,0,,0,0,,9.5,0.817,0.086,9.4,0.864,0.092,1.605,14.8,5.5,0.461,0.084,Control,Female,6,E2HN
159,221101-15,E2HN_M_6mo_Control,A,Day2,3,MWM_150,11/8/22,22.1,3.046,0.138,0,0,,0,0,,12.5,2.144,0.171,9.6,0.902,0.094,3.046,18,0,0,,Control,Male,6,E2HN
160,221101-16,E2HN_M_6mo_Control,A,Day2,3,MWM_150,11/8/22,60,13.498,0.225,8.8,1.928,0.219,6.1,1.605,0.262,21.3,4.271,0.2,23.7,5.694,0.24,,,20.7,4.113,0.199,Control,Male,6,E2HN
161,221101-17,E2HN_M_6mo_Control,A,Day2,3,MWM_150,11/8/22,11.7,1.675,0.143,0,0,,0,0,,5.5,0.869,0.159,6.3,0.806,0.129,1.391,7.7,1.6,0.298,0.182,Control,Male,6,E2HN
162,221101-18,E2HN_M_6mo_Control,A,Day2,3,MWM_150,11/8/22,15.9,1.216,0.077,0,0,,0,0,,9.8,0.745,0.076,6,0.471,0.078,1.037,11.8,0.8,0.087,0.113,Control,Male,6,E2HN
163,221101-19,E2HN_M_6mo_Control,A,Day2,3,MWM_150,11/8/22,60,13.35,0.223,3.9,1.154,0.294,7.7,1.947,0.252,21.5,4.489,0.208,26.8,5.76,0.215,,,37.3,7.866,0.211,Control,Male,6,E2HN
164,221101-20,E4HN_F_6mo_Control,F,Day2,3,MWM_150,11/8/22,59.4,5.518,0.093,0,0,,0,0,,26.8,2.358,0.088,32.6,3.16,0.097,5.478,55.3,20.9,1.37,0.066,Control,Female,6,E4HN
165,221101-21,E4HN_F_6mo_Control,F,Day2,3,MWM_150,11/8/22,60,10.687,0.178,9.9,2.112,0.214,4.8,1.096,0.227,24.7,3.996,0.162,20.6,3.483,0.169,,,25.6,2.618,0.102,Control,Female,6,E4HN
166,221101-22,E4HN_F_6mo_Control,F,Day2,3,MWM_150,11/8/22,60,9.541,0.159,26.9,3.966,0.148,22.4,3.766,0.168,7.9,1.269,0.161,2.8,0.539,0.19,,,9.9,1.359,0.137,Control,Female,6,E4HN
167,221101-23,E4HN_F_6mo_Control,F,Day2,3,MWM_150,11/8/22,17.4,2.252,0.129,2.8,0.535,0.191,0.7,0.138,0.207,8.6,1.134,0.132,5.4,0.445,0.083,2.17,13.4,0,0,,Control,Female,6,E4HN
168,221101-24,E4HN_F_6mo_Control,F,Day2,3,MWM_150,11/8/22,15.2,1.853,0.122,0,0,,0,0,,10,1.53,0.153,5.2,0.324,0.063,1.772,11.1,2.3,0.376,0.166,Control,Female,6,E4HN
